#MatchID,NumFilters,RAh,RAm,RAs,Decd,Decm,Decs,W3_F438W,W3_F438W_Sigma,W3_F555W,W3_F555W_Sigma,W3_F814W,W3_F814W_Sigma
1922704,8,13,37,00.868,-29,51,46.97,22.599,0.000,22.318,0.172,22.145,0.000
1929445,3,13,37,01.345,-29,51,48.60,18.485,0.000,24.464,0.000,24.174,0.000
1919967,2,13,37,00.686,-29,51,47.60,,,23.740,0.000,23.533,0.000
1931955,3,13,37,00.659,-29,52,03.26,21.557,0.000,,,,
1927456,10,13,37,00.359,-29,51,59.43,18.001,0.037,18.029,9.899e-4,17.961,0.000
1920158,2,13,37,00.543,-29,51,48.69,,,,,22.465,0.000
1922347,2,13,37,00.302,-29,51,53.59,24.837,0.000,,,,
1936617,5,13,37,01.603,-29,51,57.17,24.175,0.000,23.520,0.000,23.163,0.000
1936078,3,13,37,00.708,-29,52,03.57,22.171,0.000,,,,
1932941,3,13,37,00.942,-29,52,04.17,21.479,0.000,,,,
1927401,2,13,37,01.313,-29,51,48.25,,,24.455,0.000,24.174,0.000
1933970,2,13,37,01.111,-29,52,03.92,22.657,0.000,,,,
1928963,8,13,37,01.543,-29,51,59.44,23.426,0.000,22.890,0.000,22.149,0.000
1938670,5,13,37,01.616,-29,51,55.81,22.976,0.000,23.119,0.000,23.407,0.000
1938343,3,13,37,00.771,-29,52,03.86,,,,,22.091,0.000
1931603,3,13,37,00.737,-29,52,03.72,20.970,0.000,,,,
1924977,2,13,37,00.964,-29,51,46.84,,,25.054,0.000,24.354,0.000
1933323,3,13,37,00.639,-29,52,03.19,21.052,0.000,,,,
1932958,3,13,37,00.962,-29,52,04.21,20.617,0.000,,,,
1924012,2,13,37,00.293,-29,51,53.86,23.793,0.000,,,,
1938755,2,13,37,01.146,-29,52,03.85,23.547,0.000,,,,
1919966,5,13,37,00.355,-29,51,51.49,20.747,0.000,20.096,0.000,,
1927619,2,13,37,01.241,-29,51,47.65,24.460,0.000,,,,
1926528,2,13,37,00.280,-29,51,56.12,24.168,0.000,,,,
2161217,4,13,37,00.290,-29,51,57.17,,,20.692,0.000,,
1915551,2,13,37,00.703,-29,51,47.37,,,23.984,0.000,24.038,0.000
1926928,8,13,37,01.475,-29,51,50.03,23.017,0.000,22.552,0.151,22.000,0.000
1922643,2,13,37,00.277,-29,51,55.15,24.037,0.000,,,,
1936062,3,13,37,00.690,-29,52,03.60,23.056,0.000,,,,
1930938,2,13,37,00.470,-29,52,01.68,22.038,0.000,,,,
1929036,4,13,37,01.257,-29,51,47.69,24.600,0.000,23.418,0.000,22.578,0.000
1926607,2,13,37,01.077,-29,51,46.88,,,,,,
1925060,2,13,37,00.299,-29,51,57.86,,,,,,
1927217,5,13,37,00.291,-29,51,57.46,19.666,0.000,19.305,0.000,,
2184157,3,13,37,00.859,-29,52,04.23,19.997,0.000,,,,
1939028,4,13,37,01.367,-29,52,02.44,23.648,0.000,22.187,0.000,,
1938402,6,13,37,00.890,-29,52,04.28,20.117,0.000,20.497,0.000,,
1924992,3,13,37,00.273,-29,51,55.34,,,23.629,0.000,21.683,0.000
1919163,2,13,37,00.569,-29,51,48.22,,,,,,
1925898,5,13,37,01.339,-29,51,48.28,24.395,0.000,23.596,0.000,22.939,0.000
1940854,3,13,37,01.473,-29,52,01.13,24.862,0.000,,,,
1915526,6,13,37,00.619,-29,51,47.81,,,24.126,0.000,22.487,0.000
1938884,3,13,37,01.627,-29,51,56.23,24.903,0.000,,,,
1937086,2,13,37,01.560,-29,51,59.44,23.738,0.000,,,,
1936485,3,13,37,01.587,-29,51,58.63,24.182,0.000,23.809,0.000,23.170,0.000
1938142,3,13,37,00.834,-29,52,04.24,22.150,0.000,,,,
1937985,3,13,37,01.050,-29,52,04.27,22.777,0.000,,,,
2184348,2,13,37,01.296,-29,52,03.15,23.746,0.000,,,,
1927302,6,13,37,01.199,-29,51,47.23,23.437,0.000,22.794,0.000,22.437,0.000
1936831,3,13,37,01.088,-29,52,04.22,22.764,0.000,,,,
2170321,6,13,37,01.589,-29,51,52.34,24.393,0.000,23.785,0.000,23.347,0.000
1935683,3,13,37,00.747,-29,52,04.01,22.120,0.000,,,,
1930100,4,13,37,00.493,-29,52,02.14,,,20.843,0.000,,
1925381,4,13,37,01.009,-29,51,46.64,24.115,0.000,23.109,0.000,22.472,0.000
1933074,3,13,37,00.938,-29,52,04.42,21.037,0.000,,,,
1915627,2,13,37,00.671,-29,51,47.36,,,23.941,0.000,24.013,0.000
2170304,3,13,37,00.623,-29,52,03.36,21.108,0.000,,,,
1934847,2,13,37,01.494,-29,52,00.96,23.628,0.000,,,,
1939268,3,13,37,01.254,-29,52,03.51,23.617,0.000,,,,
1930301,2,13,37,01.321,-29,51,47.98,,,24.598,0.000,23.880,0.000
1934859,5,13,37,01.620,-29,51,53.48,23.713,0.000,24.025,0.000,22.902,0.000
1936616,3,13,37,00.984,-29,52,04.45,21.904,0.000,,,,
1929817,3,13,37,00.418,-29,52,01.18,20.839,0.000,,,,
1938518,3,13,37,01.079,-29,52,04.31,22.849,0.000,,,,
1938116,2,13,37,01.633,-29,51,54.31,23.212,0.000,,,,
1937931,3,13,37,00.953,-29,52,04.48,20.890,0.000,,,,
1930314,2,13,37,01.343,-29,51,48.12,,,24.652,0.000,23.058,0.000
1933390,3,13,37,01.605,-29,51,52.65,25.288,0.000,24.937,0.229,24.028,0.848
1931240,2,13,37,00.607,-29,52,03.32,,,,,,
1924284,3,13,37,01.364,-29,51,48.30,24.906,0.000,24.191,0.000,23.620,0.000
1937834,2,13,37,00.690,-29,52,03.86,,,,,,
1921963,4,13,37,01.267,-29,51,47.50,,,,,,
1932593,7,13,37,00.896,-29,52,04.49,20.078,0.000,20.411,0.000,20.350,0.000
1915557,2,13,37,00.309,-29,51,52.07,24.395,0.000,,,,
1929910,10,13,37,00.517,-29,52,02.59,19.998,0.082,20.288,0.092,20.631,0.000
1942136,2,13,37,01.509,-29,52,00.89,23.779,0.000,,,,
1931989,2,13,37,00.662,-29,52,03.76,,,,,,
1938174,3,13,37,00.873,-29,52,04.52,20.256,0.000,,,,
1933928,3,13,37,00.420,-29,52,01.42,20.897,0.000,,,,
1933491,3,13,37,00.446,-29,52,01.81,20.793,0.000,,,,
1932303,2,13,37,00.461,-29,52,02.00,21.290,0.000,,,,
1937160,4,13,37,00.723,-29,52,04.12,23.663,0.000,,,,
1922492,6,13,37,00.400,-29,52,01.16,20.912,0.000,20.211,0.000,,
1920180,2,13,37,00.733,-29,51,46.82,,,23.832,0.000,23.316,0.000
1926139,3,13,37,00.265,-29,51,57.53,,,20.588,0.000,,
1915941,7,13,37,00.896,-29,51,46.40,23.844,0.000,23.669,0.000,22.331,0.000
1939191,3,13,37,01.454,-29,52,01.90,,,22.506,0.000,,
1932567,3,13,37,00.853,-29,52,04.58,21.291,0.000,,,,
1940877,2,13,37,01.321,-29,52,03.30,23.500,0.000,,,,
1927126,6,13,37,00.677,-29,52,03.97,21.967,0.000,21.301,0.000,,
1923528,3,13,37,00.280,-29,51,52.66,,,24.097,0.000,21.509,0.000
1920252,4,13,37,00.592,-29,51,47.60,,,24.464,0.000,22.792,0.000
1934383,2,13,37,00.462,-29,52,02.14,21.554,0.000,,,,
1921954,2,13,37,00.288,-29,51,58.75,,,,,,
1932502,2,13,37,01.641,-29,51,53.48,23.476,0.000,,,,
1921438,4,13,37,00.980,-29,51,46.30,,,23.300,0.000,22.644,0.000
1915698,4,13,37,00.477,-29,51,48.65,24.077,0.000,24.260,0.000,22.991,0.000
1927398,3,13,37,00.325,-29,51,59.85,21.829,0.000,,,,
1921340,4,13,37,01.031,-29,51,46.34,,,24.313,0.000,22.771,0.000
1938994,2,13,37,01.623,-29,51,58.55,,,24.502,0.000,23.665,0.000
1937327,2,13,37,01.108,-29,52,04.56,23.206,0.000,,,,
1939196,5,13,37,01.372,-29,52,03.00,22.369,0.000,21.635,0.000,,
1939070,4,13,37,01.664,-29,51,55.65,23.632,0.000,23.491,0.000,23.633,0.000
1936836,3,13,37,01.065,-29,52,04.68,23.271,0.000,,,,
1930931,4,13,37,00.437,-29,52,01.98,,,20.326,0.000,,
1933571,3,13,37,01.039,-29,52,04.73,23.095,0.000,,,,
2184363,2,13,37,01.572,-29,52,00.08,,,24.750,0.000,23.951,0.000
1928111,3,13,37,01.376,-29,51,48.03,22.272,0.000,24.515,0.000,23.717,0.000
1922287,3,13,37,00.358,-29,52,00.73,22.359,0.000,,,,
1931510,2,13,37,00.367,-29,52,00.92,,,22.239,0.000,,
1933328,2,13,37,01.609,-29,51,51.86,,,24.014,0.000,23.450,0.000
1924289,3,13,37,00.340,-29,52,00.41,21.860,0.000,,,,
2184211,3,13,37,00.897,-29,52,04.82,19.864,0.000,,,,
1931835,2,13,37,01.495,-29,51,49.39,23.813,0.000,,,,
1918189,2,13,37,00.392,-29,51,49.59,24.257,0.000,,,,
1934212,2,13,37,01.133,-29,52,04.57,23.631,0.000,,,,
1930531,3,13,37,00.329,-29,52,00.26,21.554,0.000,,,,
1936642,2,13,37,00.988,-29,52,04.87,,,,,,
1915328,2,13,37,00.368,-29,51,49.95,,,,,22.968,0.000
1919044,3,13,37,00.513,-29,51,48.03,,,24.448,0.000,23.782,0.000
1921185,2,13,37,00.936,-29,51,46.11,,,23.739,0.000,22.771,0.000
1934354,5,13,37,01.504,-29,51,49.46,,,21.105,2.820,22.290,0.000
1919203,2,13,37,00.435,-29,51,48.91,23.664,0.000,,,,
1915423,2,13,37,00.345,-29,51,50.35,24.438,0.000,,,,
1940073,2,13,37,01.473,-29,52,02.03,23.278,0.000,,,,
1930744,5,13,37,00.406,-29,52,01.74,,,20.667,0.000,,
1938241,3,13,37,00.647,-29,52,04.08,22.858,0.000,,,,
1930146,2,13,37,01.327,-29,51,47.44,,,21.736,4.055,22.668,0.000
1935182,2,13,37,00.682,-29,52,04.30,,,,,,
1919106,4,13,37,00.406,-29,51,49.24,22.098,0.000,20.780,0.000,,
1929095,3,13,37,00.373,-29,52,01.26,21.289,0.000,,,,
1932554,2,13,37,01.674,-29,51,54.55,,,24.387,0.000,23.914,0.000
1937043,3,13,37,01.663,-29,51,57.38,24.244,0.000,23.505,0.000,23.107,0.000
1932015,2,13,37,01.397,-29,51,48.04,,,24.615,0.000,23.569,0.000
1933999,4,13,37,01.648,-29,51,58.27,,,23.866,0.000,23.612,0.000
1940892,2,13,37,01.298,-29,52,03.85,24.287,0.000,,,,
1931839,3,13,37,00.423,-29,52,02.09,20.404,0.000,,,,
1926199,3,13,37,00.594,-29,52,03.81,21.309,0.000,,,,
1940976,2,13,37,01.362,-29,52,03.37,23.366,0.000,,,,
1942170,2,13,37,01.524,-29,52,01.43,24.182,0.000,,,,
1928333,5,13,37,01.684,-29,51,55.52,23.574,0.000,23.349,0.000,23.751,0.000
2159655,3,13,37,00.754,-29,51,46.31,,,24.701,0.000,23.900,0.000
1915327,2,13,37,00.332,-29,51,50.37,23.797,0.000,,,,
1935000,3,13,37,00.854,-29,52,04.97,20.386,0.000,,,,
1927073,3,13,37,00.337,-29,52,00.78,21.135,0.000,,,,
1937788,4,13,37,01.632,-29,51,51.94,,,25.017,0.000,23.414,0.000
1930026,3,13,37,00.313,-29,52,00.32,21.130,0.000,,,,
1933706,2,13,37,00.992,-29,52,05.07,24.702,0.000,,,,
1938754,3,13,37,01.044,-29,52,05.03,23.868,0.000,,,,
1918170,2,13,37,00.378,-29,51,49.41,,,19.469,0.000,,
1926517,3,13,37,00.293,-29,51,59.94,22.042,0.000,,,,
1934228,3,13,37,01.645,-29,51,58.84,24.521,0.000,24.129,0.000,24.076,0.000
1937760,2,13,37,00.775,-29,52,04.87,,,,,,
1935783,3,13,37,00.840,-29,52,05.04,20.474,0.000,,,,
1933919,3,13,37,00.383,-29,52,01.71,20.839,0.000,,,,
1935426,4,13,37,01.198,-29,52,04.60,,,23.136,0.000,22.794,0.000
1936469,3,13,37,01.682,-29,51,57.04,24.936,0.000,24.083,0.000,23.051,0.000
1935436,2,13,37,01.599,-29,52,00.18,,,,,,
1915669,3,13,37,00.506,-29,51,47.78,,,24.314,0.000,23.394,0.000
1940435,2,13,37,01.331,-29,52,03.79,23.281,0.000,,,,
1922609,3,13,37,00.364,-29,52,01.44,20.994,0.000,,,,
1924961,2,13,37,01.019,-29,51,45.89,,,25.364,0.000,23.856,0.000
1936496,2,13,37,01.669,-29,51,57.96,24.581,0.000,24.181,0.000,,
1922252,3,13,37,00.317,-29,52,00.61,21.015,0.000,,,,
1938866,4,13,37,01.695,-29,51,55.24,24.227,0.000,23.610,0.000,23.151,0.000
1919610,3,13,37,00.417,-29,51,48.72,22.660,0.000,,,,
1928732,3,13,37,01.273,-29,51,46.77,,,23.838,0.000,22.829,0.000
1919242,3,13,37,00.729,-29,51,46.24,,,23.931,0.000,23.539,0.000
1935597,3,13,37,00.618,-29,52,04.22,21.864,0.000,,,,
1927088,3,13,37,00.336,-29,52,01.07,21.843,0.000,,,,
1942447,2,13,37,01.353,-29,52,03.72,23.037,0.000,,,,
1926216,3,13,37,00.593,-29,52,04.07,21.163,0.000,,,,
1930453,2,13,37,00.396,-29,52,02.06,,,,,,
1919206,2,13,37,00.316,-29,51,50.32,23.177,0.000,,,,
1928499,2,13,37,01.330,-29,51,47.10,,,24.673,0.000,23.384,0.000
1933407,2,13,37,00.639,-29,52,04.39,,,,,,
1937890,3,13,37,00.582,-29,52,04.01,21.336,0.000,,,,
2161394,2,13,37,00.296,-29,52,00.32,21.794,0.000,,,,
1932559,4,13,37,00.797,-29,52,05.08,22.410,0.000,,,,
1937347,2,13,37,01.665,-29,51,58.50,23.756,0.000,,,,
1918408,2,13,37,00.450,-29,51,48.21,23.599,0.000,,,,
1919861,8,13,37,00.772,-29,51,46.01,25.029,0.000,23.768,0.000,22.826,0.000
1929733,3,13,37,00.425,-29,52,02.50,21.904,0.000,,,,
1938389,3,13,37,01.698,-29,51,54.45,24.451,0.000,23.777,0.000,22.806,0.000
1926176,3,13,37,01.626,-29,51,51.21,24.805,0.000,24.383,0.000,23.458,0.000
1919433,8,13,37,00.241,-29,51,52.19,21.190,0.036,19.907,0.009,18.646,0.000
1920486,2,13,37,00.253,-29,51,51.78,,,22.120,0.000,,
1938482,3,13,37,01.703,-29,51,56.30,24.949,0.000,24.391,0.000,23.362,0.000
1933166,3,13,37,00.754,-29,52,05.02,21.920,0.000,,,,
1919036,3,13,37,00.622,-29,51,46.63,,,24.291,0.000,23.001,0.000
1930907,5,13,37,01.510,-29,51,48.88,23.695,0.000,22.970,0.000,22.746,0.000
1919595,6,13,37,00.423,-29,51,48.42,21.976,0.000,21.971,0.000,,
1934223,5,13,37,01.676,-29,51,58.36,,,23.005,0.000,22.983,0.000
1919372,3,13,37,00.817,-29,51,45.80,,,25.333,0.000,22.989,0.000
1918422,2,13,37,00.322,-29,51,49.99,22.648,0.000,,,,
1923072,2,13,37,00.267,-29,51,59.88,,,22.724,0.000,21.447,0.000
1919824,2,13,37,00.250,-29,51,51.62,22.913,0.000,,,,
1942428,10,13,37,01.619,-29,52,00.25,20.358,2.648,21.995,0.024,22.091,0.000
1918745,3,13,37,00.574,-29,51,46.90,,,,,24.162,0.000
1919782,7,13,37,00.643,-29,51,46.42,24.221,0.000,23.747,0.000,22.223,0.000
1937295,3,13,37,00.555,-29,52,04.01,20.908,0.000,,,,
1923388,3,13,37,00.412,-29,52,02.57,21.114,0.000,,,,
1930526,3,13,37,00.294,-29,52,00.62,21.789,0.000,,,,
1919107,3,13,37,00.277,-29,51,50.76,23.781,0.000,22.648,0.000,,
1937266,3,13,37,00.534,-29,52,03.87,21.172,0.000,,,,
1937384,2,13,37,01.661,-29,51,59.20,24.130,0.000,,,,
1926396,3,13,37,00.577,-29,52,04.21,21.315,0.000,,,,
1930647,3,13,37,00.373,-29,52,02.07,22.385,0.000,,,,
1938986,2,13,37,01.024,-29,52,05.43,23.274,0.000,,,,
1940027,6,13,37,01.669,-29,51,58.96,23.368,0.000,23.082,0.000,23.133,0.000
1915371,3,13,37,00.343,-29,51,49.42,23.147,0.000,21.139,0.000,,
1919303,3,13,37,00.514,-29,51,47.30,24.832,0.000,24.201,0.000,22.994,0.000
1938036,2,13,37,01.700,-29,51,57.62,,,24.318,0.000,23.583,0.000
1928183,3,13,37,00.310,-29,52,01.01,20.844,0.000,,,,
2159732,2,13,37,00.185,-29,51,54.69,22.878,0.000,,,,
1936216,3,13,37,00.840,-29,52,05.39,21.887,0.000,,,,
1935033,3,13,37,00.599,-29,52,04.39,21.774,0.000,,,,
1928676,4,13,37,00.254,-29,51,59.73,,,22.629,0.000,21.455,0.000
1938644,3,13,37,00.769,-29,52,05.21,23.108,0.000,,,,
1933161,3,13,37,00.737,-29,52,05.11,21.259,0.000,,,,
1936479,3,13,37,01.710,-29,51,56.93,24.824,0.000,24.189,0.000,23.839,0.000
1918658,2,13,37,00.207,-29,51,52.93,23.829,0.000,,,,
1935098,6,13,37,00.394,-29,52,02.42,20.707,0.000,20.712,0.000,,
1915494,2,13,37,00.380,-29,51,48.78,23.151,0.000,,,,
1932514,2,13,37,00.682,-29,52,04.90,,,,,,
1921432,2,13,37,01.030,-29,51,45.55,,,,,,
1930538,2,13,37,01.419,-29,51,47.57,24.673,0.000,,,,
1921637,2,13,37,01.206,-29,51,46.06,,,,,,
1919657,3,13,37,00.195,-29,51,53.48,21.694,0.000,,,,
1935238,2,13,37,00.920,-29,52,05.54,,,,,,
1924347,3,13,37,00.332,-29,52,01.52,22.162,0.000,,,,
1934630,3,13,37,00.562,-29,52,04.19,21.084,0.000,,,,
1915356,4,13,37,00.448,-29,51,47.88,23.657,0.000,24.019,0.000,23.561,0.000
1920423,2,13,37,00.292,-29,51,50.26,22.143,0.000,,,,
2161249,3,13,37,01.257,-29,51,46.29,,,23.965,0.000,22.832,0.000
1939092,2,13,37,01.723,-29,51,55.32,,,24.322,0.000,23.661,0.000
1937402,2,13,37,01.698,-29,51,58.09,24.664,0.000,23.878,0.000,,
1935477,3,13,37,00.665,-29,52,04.88,22.073,0.000,,,,
1919809,4,13,37,00.720,-29,51,45.89,24.674,0.000,,,,
1918193,4,13,37,00.239,-29,51,51.51,22.030,0.000,21.596,0.000,,
1938860,3,13,37,00.810,-29,52,05.42,22.168,0.000,,,,
1918664,3,13,37,00.196,-29,51,53.18,22.326,0.000,,,,
1939005,2,13,37,01.707,-29,51,57.73,,,,,,
1938756,2,13,37,00.998,-29,52,05.59,24.088,0.000,,,,
1933753,3,13,37,01.692,-29,51,52.55,24.282,0.000,23.730,0.000,23.680,0.000
1923373,2,13,37,01.087,-29,51,45.57,,,25.596,0.000,23.685,0.000
1934403,5,13,37,00.787,-29,52,05.39,21.998,0.000,,,,
1922541,3,13,37,00.378,-29,52,02.34,21.390,0.000,,,,
2159590,2,13,37,00.249,-29,51,51.15,,,23.731,0.000,22.658,0.000
2184368,2,13,37,01.682,-29,51,58.90,23.634,0.000,,,,
1941789,2,13,37,01.354,-29,52,04.14,23.896,0.000,,,,
1921711,2,13,37,01.111,-29,51,45.62,,,,,,
1919617,3,13,37,00.268,-29,51,50.66,23.796,0.000,22.357,0.000,,
1935417,9,13,37,01.690,-29,51,58.59,23.566,0.000,23.206,0.000,22.507,0.000
1935267,2,13,37,00.947,-29,52,05.63,,,,,,
1927365,4,13,37,01.368,-29,51,46.97,24.198,0.000,23.233,0.000,22.721,0.000
1917349,2,13,37,00.308,-29,51,49.79,22.800,0.000,,,,
1920511,2,13,37,00.198,-29,51,52.84,23.222,0.000,,,,
1919903,3,13,37,00.182,-29,51,53.79,20.746,0.000,,,,
1934813,2,13,37,01.706,-29,51,57.94,,,24.653,0.000,23.887,0.000
1929347,3,13,37,00.341,-29,52,01.83,22.003,0.000,,,,
1918547,5,13,37,00.690,-29,51,45.95,23.916,0.000,23.695,0.000,23.395,0.000
1915286,8,13,37,00.296,-29,51,49.97,22.543,0.000,21.836,0.004,21.182,0.000
1938118,3,13,37,00.714,-29,52,05.20,21.722,0.000,,,,
1915677,2,13,37,00.258,-29,51,50.80,23.529,0.000,,,,
1915691,2,13,37,00.234,-29,51,51.40,22.323,0.000,,,,
1936194,3,13,37,00.866,-29,52,05.64,21.609,0.000,,,,
1937479,3,13,37,00.729,-29,52,05.30,,,20.987,0.000,,
1939002,2,13,37,01.031,-29,52,05.67,23.282,0.000,,,,
1934023,2,13,37,01.707,-29,51,58.22,,,24.105,0.000,24.427,0.000
1935422,3,13,37,01.108,-29,52,05.52,24.365,0.000,,,,
1940828,2,13,37,01.231,-29,52,05.06,,,24.574,0.000,23.615,0.000
1915516,2,13,37,00.193,-29,51,52.71,22.840,0.000,,,,
1926410,3,13,37,00.573,-29,52,04.50,21.175,0.000,,,,
2184262,2,13,37,01.736,-29,51,56.02,,,23.748,0.000,23.122,0.000
1938197,5,13,37,00.815,-29,52,05.61,22.050,0.000,,,,
1919878,3,13,37,00.181,-29,51,53.28,21.535,0.000,,,,
1938141,3,13,37,01.726,-29,51,53.72,,,25.549,0.000,23.287,0.000
1928715,6,13,37,01.290,-29,51,46.25,24.133,0.000,23.230,0.000,22.293,0.000
1923724,2,13,37,01.048,-29,51,45.33,,,,,,
1920585,3,13,37,00.163,-29,51,54.62,22.274,0.000,,,,
1928349,2,13,37,00.842,-29,52,05.69,,,,,,
1935941,2,13,37,00.760,-29,52,05.48,,,,,,
1934336,3,13,37,00.374,-29,52,02.55,21.170,0.000,,,,
1915197,6,13,37,00.506,-29,51,47.00,19.219,0.000,24.658,0.000,23.007,0.000
1930947,3,13,37,00.390,-29,52,02.77,21.121,0.000,,,,
1932442,6,13,37,01.666,-29,51,51.14,24.123,0.000,23.578,0.000,22.864,0.000
1915111,2,13,37,00.380,-29,51,48.37,23.719,0.000,,,,
1937651,3,13,37,00.604,-29,52,04.76,22.650,0.000,,,,
2161399,3,13,37,00.268,-29,52,00.74,21.382,0.000,,,,
1919340,2,13,37,00.193,-29,51,52.50,22.143,0.000,,,,
1937121,11,13,37,01.694,-29,51,51.99,22.890,0.000,22.551,0.006,21.944,0.000
1925826,3,13,37,00.516,-29,52,04.13,21.407,0.000,,,,
1938668,4,13,37,00.784,-29,52,05.59,23.147,0.000,,,,
1936456,3,13,37,00.910,-29,52,05.81,23.017,0.000,,,,
1917055,2,13,37,00.411,-29,51,47.94,23.557,0.000,,,,
1923851,2,13,37,00.987,-29,51,45.20,,,25.422,0.000,23.062,0.000
2159796,4,13,37,01.087,-29,51,45.34,,,24.053,0.000,23.165,0.000
1922727,2,13,37,00.156,-29,51,55.75,22.760,0.000,,,,
1925393,2,13,37,00.162,-29,51,56.83,24.882,0.000,,,,
1935382,2,13,37,00.999,-29,52,05.83,24.112,0.000,,,,
1937311,3,13,37,00.542,-29,52,04.39,20.321,0.000,,,,
1919564,2,13,37,00.391,-29,51,48.16,23.290,0.000,,,,
1923648,2,13,37,00.158,-29,51,56.36,22.733,0.000,,,,
1938538,3,13,37,00.670,-29,52,05.20,21.108,0.000,,,,
1928229,5,13,37,00.317,-29,52,01.79,21.654,0.000,21.749,0.000,,
1928942,2,13,37,00.956,-29,52,05.87,24.497,0.000,,,,
2184342,2,13,37,01.723,-29,51,58.01,,,25.045,0.000,23.881,0.000
1941872,2,13,37,01.566,-29,52,02.10,24.102,0.000,18.432,0.000,,
1931290,3,13,37,01.686,-29,51,51.51,,,23.664,0.000,22.770,0.000
1930906,3,13,37,00.355,-29,52,02.42,22.274,0.000,,,,
1921443,2,13,37,00.154,-29,51,56.17,22.706,0.000,,,,
1938292,3,13,37,00.644,-29,52,05.10,22.109,0.000,,,,
1918140,2,13,37,00.262,-29,51,50.25,24.044,0.000,,,,
1933111,3,13,37,00.884,-29,52,05.87,21.736,0.000,,,,
1926032,2,13,37,00.165,-29,51,57.46,24.212,0.000,,,,
1920179,3,13,37,00.165,-29,51,53.50,21.343,0.000,,,,
1939273,2,13,37,01.070,-29,52,05.80,24.288,0.000,,,,
1938400,2,13,37,00.769,-29,52,05.65,,,,,,
1919730,2,13,37,00.910,-29,51,45.10,,,25.140,0.000,23.301,0.000
1923327,2,13,37,00.149,-29,51,55.86,22.527,0.000,,,,
1937042,4,13,37,01.749,-29,51,56.35,24.818,0.000,23.616,0.000,22.955,0.000
1933691,2,13,37,01.752,-29,51,55.76,24.058,0.000,,,,
1922107,2,13,37,01.381,-29,51,46.70,,,,,,
1932757,12,13,37,00.430,-29,52,03.47,21.042,0.108,20.809,0.028,20.448,0.000
1941809,2,13,37,01.591,-29,52,01.79,23.925,0.000,,,,
1930539,2,13,37,00.271,-29,52,01.09,22.012,0.000,,,,
2173865,2,13,37,01.720,-29,51,52.53,,,,,,
1941798,3,13,37,01.640,-29,52,00.87,25.233,0.000,24.115,0.000,23.206,0.000
1922089,3,13,37,00.169,-29,51,57.98,23.197,0.000,,,,
1937091,2,13,37,01.020,-29,52,05.93,23.968,0.000,,,,
1923720,4,13,37,01.060,-29,51,45.15,25.285,0.000,24.312,0.000,23.445,0.000
1941053,3,13,37,01.418,-29,52,04.03,23.779,0.000,,,,
1917837,4,13,37,00.549,-29,51,46.43,,,24.436,0.000,22.041,0.000
1936810,2,13,37,01.754,-29,51,56.02,24.113,0.000,,,,
1938842,2,13,37,01.748,-29,51,54.15,,,24.834,0.000,24.154,0.000
1941017,2,13,37,01.669,-29,52,00.22,,,24.566,0.000,22.599,0.000
1933179,6,13,37,00.729,-29,52,05.58,21.447,0.000,20.777,0.000,,
1934686,3,13,37,00.577,-29,52,04.80,21.101,0.000,,,,
1917074,7,13,37,00.575,-29,51,46.23,,,25.569,0.000,22.005,0.000
1919204,2,13,37,00.200,-29,51,51.67,,,,,,
1937939,3,13,37,00.851,-29,52,05.92,21.411,0.000,,,,
1918237,2,13,37,00.314,-29,51,49.05,22.845,0.000,,,,
1942178,4,13,37,01.199,-29,52,05.50,24.516,0.000,23.516,0.000,22.922,0.000
1921915,3,13,37,00.212,-29,51,59.78,23.876,0.000,,,,
1929222,3,13,37,00.615,-29,52,05.09,21.839,0.000,,,,
1927417,3,13,37,00.254,-29,52,00.88,21.248,0.000,,,,
1919357,2,13,37,00.159,-29,51,53.30,22.142,0.000,,,,
1923301,2,13,37,00.139,-29,51,55.53,22.091,0.000,,,,
1940501,2,13,37,01.684,-29,52,00.01,,,25.530,0.000,23.896,0.000
1917317,9,13,37,00.332,-29,51,48.68,18.390,0.000,17.756,0.000,,
1942331,2,13,37,01.368,-29,52,04.56,23.572,0.000,,,,
1925196,2,13,37,00.147,-29,51,57.05,23.427,0.000,,,,
1915278,4,13,37,00.239,-29,51,50.40,22.563,0.000,21.446,0.000,,
1937577,3,13,37,00.517,-29,52,04.45,21.026,0.000,,,,
1918225,2,13,37,00.494,-29,51,46.76,,,24.517,0.000,22.598,0.000
1928218,4,13,37,01.497,-29,51,47.68,24.102,0.000,23.409,0.000,23.131,0.000
1933648,2,13,37,01.653,-29,51,50.17,,,24.409,0.000,23.696,0.000
1940275,2,13,37,01.039,-29,52,06.04,24.747,0.000,,,,
1929511,4,13,37,01.451,-29,51,47.16,20.486,0.000,23.408,0.000,23.011,0.000
1915685,11,13,37,00.186,-29,51,51.81,21.069,0.000,20.610,0.013,20.156,0.000
1915410,2,13,37,00.180,-29,51,52.05,,,,,,
1915102,3,13,37,00.522,-29,51,46.49,,,24.632,0.000,22.677,0.000
1923280,3,13,37,00.213,-29,52,00.04,22.979,0.000,,,,
1920039,3,13,37,00.136,-29,51,54.87,22.422,0.000,,,,
1920483,6,13,37,00.161,-29,51,52.82,22.152,0.000,21.660,0.000,,
1915301,6,13,37,00.714,-29,51,45.35,,,23.735,0.000,22.979,0.000
1919633,3,13,37,00.146,-29,51,53.72,,,21.301,0.000,,
