# id_ ra dec Name RA Dec Type Source
80151.0 204.2515905 -29.8454693 [SL2011]1_013 204.25162 -29.84547 Cl* N
81360.0 204.2641126 -29.8450004 [SL2011]1_184 204.26413 -29.845 Cl* NS
81820.0 204.2660153 -29.8448165 [SL2011]1_190 204.26604 -29.84481 Cl* NS
81830.0 204.2766802 -29.8448121 [SL2011]1_672 204.27671 -29.8448 Cl* NS
82121.0 204.2610392 -29.8446959 [SL2011]1_471 204.26108 -29.84469 Cl* NS
82358.0 204.261224 -29.8445886 [SL2011]1_472 204.26125 -29.84459 Cl* NS
82837.0 204.2662913 -29.8443979 [SL2011]1_655 204.26625 -29.8444 Cl* NS
83342.0 204.2624161 -29.84418 [SL2011]1_186 204.26246 -29.84418 Cl* NS
83813.0 204.2638114 -29.843951 [SL2011]1_191 204.26388 -29.84394 Cl* NS
83925.0 204.2643496 -29.8439131 [WCK2011]56 204.2643496 -29.8439131 Cl* S
84239.0 204.2671092 -29.8437743 [SL2011]1_195 204.26712 -29.84377 Cl* NS
