# object_id cluster_number
615 12
784 5
830 5
893 5
894 13
937 0
946 0
996 5
1058 6
1062 11
1135 2
1136 6
1149 5
1208 5
1227 9
1239 11
1349 5
1435 1
1451 13
1532 8
1536 8
1558 8
1576 6
1586 13
1590 12
1597 0
1606 5
1674 12
1757 0
1761 2
1821 8
1863 6
1923 6
1974 12
2031 5
2215 5
2235 5
2292 5
2407 2
2482 11
2529 4
2563 4
2625 12
2639 12
2648 12
2752 0
2846 8
2874 6
2893 6
3020 5
3055 9
3160 8
3337 10
3354 8
3550 5
3658 13
3916 0
4003 0
4198 2
4386 0
4393 0
4500 5
4566 7
4599 13
4613 12
4668 5
4807 13
4828 6
4891 0
4927 8
4956 0
5018 8
5056 15
5065 2
5079 0
5109 6
5112 2
5150 8
5233 13
5234 5
5237 8
5365 11
5393 0
5440 10
5441 9
5493 5
5501 8
5573 0
5575 0
5586 2
5588 7
5597 5
5603 5
5610 12
5636 9
5660 11
5755 12
5764 6
5795 13
5807 5
5839 0
5845 5
5859 0
5878 2
5880 8
5891 9
5974 0
5984 8
5985 5
5990 5
6040 0
6065 5
6162 5
6173 5
6178 0
6198 0
6226 5
6227 5
6263 1
6290 12
6298 13
6313 13
6320 5
6344 5
6345 6
6433 6
6439 5
6581 0
6585 0
6639 8
6663 13
6690 2
6704 8
6722 0
6747 5
6757 11
6788 5
6870 12
6892 13
6901 1
6902 5
6962 0
6987 5
7163 12
7176 2
7192 0
7243 13
7266 8
7276 5
7282 13
7294 10
7313 0
7334 0
7469 14
7478 1
7494 13
7498 13
7506 11
7514 12
7522 0
7532 12
7535 5
7537 5
7548 10
7570 5
7586 2
7665 5
7700 12
7708 13
7716 5
7717 6
7737 11
7752 0
7776 8
7781 2
7868 12
7871 11
7875 0
7887 5
7899 8
7912 8
7996 5
7999 13
8015 5
8042 12
8072 0
8080 0
8100 5
8102 6
8124 2
8135 12
8160 0
8184 5
8224 2
8225 5
8234 12
8236 0
8309 12
8338 2
8365 10
8417 12
8428 13
8447 8
8488 4
8491 8
8534 12
8564 2
8579 0
8617 12
8684 2
8706 13
8719 5
8721 0
8722 12
8724 11
8744 0
8766 1
8783 4
8865 14
8914 12
9133 5
9194 5
9280 2
9283 6
9308 11
9325 12
9390 0
9415 5
9419 2
9465 12
9468 0
9488 9
9528 14
9532 9
9569 1
9593 7
9648 5
9654 12
9692 6
9746 2
9767 9
9800 6
9884 0
9947 2
10004 8
10019 1
10021 12
10034 9
10052 0
10056 0
10091 8
10114 5
10122 5
10131 10
10199 5
10219 14
10258 12
10259 5
10268 8
10301 12
10373 8
10382 2
10440 0
10447 1
10448 12
10469 2
10472 13
10478 6
10518 6
10521 5
10527 0
10533 13
10581 5
10592 0
10596 5
10603 0
10673 9
10691 8
10695 12
10697 12
10716 13
10736 5
10738 2
