# object_id cluster_number
615 14
830 0
838 15
893 8
894 7
937 0
946 8
996 8
1058 15
1062 9
1135 0
1136 3
1149 15
1208 8
1239 3
1349 0
1435 10
1532 2
1536 8
1558 14
1576 2
1586 0
1590 15
1597 8
1606 0
1649 15
1674 1
1757 8
1761 13
1821 2
1849 14
1863 1
1868 9
1923 13
1974 0
2031 14
2067 8
2161 2
2215 7
2235 7
2292 8
2472 13
2625 14
2639 14
2648 0
2752 15
2757 3
2846 14
2874 10
3160 14
3337 10
3354 7
3490 2
3550 8
3658 8
4003 8
4198 15
4386 8
4393 7
4444 1
4500 0
4522 9
4599 8
4613 13
4773 2
4794 13
4807 0
4828 3
4891 8
4913 5
4927 14
4956 7
5018 8
5056 5
5065 13
5109 10
5112 2
5150 8
5151 15
5153 8
5214 15
5233 8
5234 8
5237 0
5365 3
5393 8
5440 15
5472 0
5480 0
5493 8
5500 0
5501 2
5573 8
5575 0
5586 13
5588 11
5597 8
5603 0
5610 14
5660 10
5764 10
5779 12
5795 8
5807 8
5839 0
5845 7
5847 2
5859 7
5878 2
5880 7
5891 11
5984 8
5985 0
5990 8
6040 0
6065 8
6173 7
6178 8
6198 8
6226 8
6263 11
6290 7
6298 8
6320 7
6344 8
6345 13
6433 10
6439 8
6463 7
6525 5
6581 8
6585 7
6626 0
6639 10
6663 8
6690 13
6722 0
6747 8
6788 8
6870 2
6892 8
6901 11
6902 7
6944 2
6962 8
6987 14
7030 1
7163 13
7176 9
7192 8
7243 8
7266 14
7276 0
7282 7
7294 2
7313 0
7334 8
7380 14
7494 8
7514 0
7522 8
7532 14
7535 0
7537 0
7548 1
7570 7
7586 15
7665 8
7700 2
7716 0
7717 10
7721 15
7737 1
7752 7
7776 0
7781 1
7868 1
7875 0
7887 15
7899 8
7912 0
7996 8
7999 8
8015 8
8042 0
8072 0
8080 8
8100 7
8102 1
8124 14
8135 15
8160 7
8184 7
8224 9
8225 0
8234 1
8235 3
8236 8
8309 9
8338 9
8365 13
