# object_id cluster_number
615 0
830 0
893 5
894 0
937 5
946 5
996 5
1058 7
1062 1
1135 5
1136 1
1208 5
1227 3
1239 6
1349 5
1435 8
1532 0
1536 5
1558 0
1576 7
1586 7
1590 0
1597 0
1606 0
1674 0
1757 5
1761 7
1821 0
1863 7
1923 7
1974 5
2031 0
2215 0
2292 5
2482 8
2529 2
2563 3
2625 0
2639 0
2648 0
2752 5
2757 8
2846 5
2874 7
2893 8
3020 5
3055 8
3160 0
3337 7
3354 0
3550 5
3658 0
4003 5
4198 1
4386 5
4393 5
4566 6
4613 0
4750 6
4773 7
4807 0
4828 8
4891 5
4913 1
4927 0
4956 0
5018 5
5056 1
5065 7
5079 5
5109 7
5112 7
5150 5
5233 0
5234 0
5237 0
5365 8
5393 5
5440 0
5441 8
5493 5
5501 0
5573 5
5575 5
5586 7
5588 6
5597 5
5603 5
5610 0
5636 2
5660 8
5755 0
5764 1
5779 2
5795 5
5807 0
5839 0
5845 5
5859 0
5878 7
5880 5
5891 8
5974 5
5984 5
5985 0
5990 5
6040 5
6173 5
6178 5
6198 5
6226 5
6227 5
6263 8
6290 0
6298 5
6320 5
6344 0
6345 7
6433 7
6439 5
6525 4
6581 5
6585 5
6639 7
6663 0
6690 7
6704 5
6722 5
6747 5
6757 8
6788 5
6870 0
6901 8
6902 5
6944 7
6962 5
6987 0
7163 7
7176 7
7192 5
7243 5
7266 0
7276 5
7294 7
7313 5
7334 5
7469 3
7478 1
7494 5
7506 8
7514 0
7522 5
7532 0
7535 0
7537 0
7548 7
7570 5
7586 7
7665 5
7700 7
7716 1
7717 7
7737 8
7752 0
7776 5
7781 7
7868 7
7871 8
7887 4
7899 5
7996 5
7999 0
8015 5
8072 5
8080 5
8100 5
8102 8
8124 0
8135 1
8160 0
8184 0
8224 4
8225 0
8234 7
8235 4
8236 0
8309 4
8338 1
8344 6
8365 7
8417 0
8447 7
8488 3
8491 5
8534 7
8564 7
8579 5
8617 7
8684 7
8706 5
8719 0
8724 8
8766 6
8783 3
8865 3
8914 0
9073 0
9133 5
9144 7
9194 5
9280 7
9283 7
9308 8
9325 7
9390 0
9415 5
9419 4
9465 1
9468 0
9488 8
9528 3
9532 8
9569 1
9593 6
9648 0
9654 7
9692 7
9746 4
9767 8
9800 7
9884 5
9947 7
