# x y ra dec id_ ci_white mag0.5_white mag3_white flux_white msky_white flag mag05_225 mag05_225_unc mag3_225 mag3_225_unc mag05_336 mag05_336_unc mag3_336 mag3_336_unc mag05_373 mag05_373_unc mag3_373 mag3_373_unc mag05_438 mag05_438_unc mag3_438 mag3_438_unc mag05_487 mag05_487_unc mag3_487 mag3_487_unc mag05_502 mag05_502_unc mag3_502 mag3_502_unc mag05_555 mag05_555_unc mag3_555 mag3_555_unc mag05_657 mag05_657_unc mag3_657 mag3_657_unc mag05_673 mag05_673_unc mag3_673 mag3_673_unc mag05_814 mag05_814_unc mag3_814 mag3_814_unc
1438.39 1414.52 204.2827697 -29.8725452 25716.0 2.754 24.073 21.319 10.25 1.0923 0.0 25.227 0.1262 22.382 0.0341 24.719 0.0613 21.904 0.0168 24.751 0.126466666667 21.931 0.0345333333333 24.758 0.031 21.976 0.0086 24.546 0.0729333333333 21.722 0.0198666666667 24.737 0.0674666666667 21.86 0.0179333333333 24.51 0.0189 21.752 0.0053 24.151 0.0532 21.136 0.0132666666667 24.231 0.0547333333333 21.473 0.0154 23.994 0.0252 21.241 0.0071
904.931 1480.99 204.2896066 -29.8718058 27423.0 2.322 22.303 19.981 52.34 2.039 0.0 23.29 0.0518 20.682 0.0156 22.325 0.0204 19.964 0.0069 22.387 0.0425333333333 20.152 0.0152 23.266 0.0156 20.88 0.0052 22.885 0.0339333333333 20.45 0.0110666666667 23.184 0.033 20.606 0.0100666666667 22.843 0.0088 20.512 0.003 22.465 0.0244666666667 19.867 0.0074 22.434 0.0239333333333 20.113 0.0082 22.29 0.0115 19.913 0.0039
3341.36 1614.48 204.2583806 -29.8703237 30550.0 2.173 25.195 23.022 3.648 1.9598 0.0 24.678 0.0981 22.304 0.0329 24.531 0.0563 22.408 0.0213 24.917 0.136666666667 22.645 0.0481333333333 26.058 0.0568 23.821 0.0206 25.545 0.1156 23.489 0.0450666666667 26.019 0.121933333333 23.759 0.0432666666667 26.072 0.0398 23.786 0.0148 24.926 0.076 21.698 0.0172 26.042 0.126466666667 24.05 0.0512 26.031 0.068 24.23 0.036
3398.33 1616.92 204.2576505 -29.8702966 30598.0 2.141 25.081 22.94 4.053 2.361 0.0 -99.0 -99.0 24.488 0.0971 28.294 0.3449 24.824 0.0716 28.352 0.684066666667 24.063 0.0936666666667 26.789 0.0801 24.49 0.0289 25.705 0.124533333333 23.426 0.0438666666667 25.744 0.107466666667 23.673 0.0416666666667 25.405 0.029 23.323 0.0118 23.935 0.0481333333333 21.291 0.0142666666667 24.675 0.0672 22.46 0.0243333333333 24.165 0.0277 22.084 0.0113
3727.87 1624.02 204.253427 -29.8702172 30757.0 2.649 26.117 23.468 1.56 2.3718 0.0 30.155 1.2609 26.23 0.2061 -99.0 -99.0 26.188 0.1263 27.714 0.4996 24.729 0.1276 28.999 0.2268 25.427 0.044 -99.0 -99.0 26.259 0.1736 29.297 0.576066666667 25.045 0.08 27.672 0.0875 24.585 0.0224 24.95 0.0768666666667 21.399 0.015 26.317 0.144466666667 23.901 0.0487333333333 24.63 0.0346 22.287 0.0125
1029.98 1712.6 204.2880034 -29.8692326 32461.0 2.573 23.215 20.642 22.604 1.0442 0.0 22.768 0.0407 20.315 0.0131 22.754 0.0248 20.276 0.0079 22.975 0.0558 20.301 0.0162666666667 24.173 0.0237 21.562 0.0071 23.382 0.0426666666667 20.711 0.0124666666667 23.566 0.0393333333333 20.745 0.0107333333333 23.915 0.0144 21.298 0.0043 22.486 0.0247333333333 19.369 0.00586666666667 23.74 0.0436666666667 21.068 0.0127333333333 23.554 0.0205 20.906 0.0061
3817.59 1821.07 204.2522775 -29.8680277 34513.0 2.451 23.843 21.392 12.674 10.994 0.0 23.492 0.0577 20.947 0.0184 23.327 0.0333 20.853 0.0113 23.607 0.0751333333333 21.158 0.0247333333333 24.485 0.029 21.902 0.0099 24.197 0.0631333333333 21.593 0.0195333333333 24.447 0.0599333333333 21.905 0.0190666666667 24.486 0.025 21.878 0.0104 23.25 0.0351333333333 19.84 0.00733333333333 24.42 0.0636666666667 21.779 0.0209333333333 24.251 0.0498 21.579 0.0219
3825.64 1822.82 204.2521744 -29.8680082 34551.0 2.871 24.503 21.632 6.902 11.062 0.0 23.711 0.0635 20.713 0.0161 23.916 0.0451 21.003 0.0125 24.253 0.101266666667 21.151 0.0244 25.117 0.043 21.93 0.0108 24.718 0.0808 21.677 0.0202666666667 25.007 0.0784 21.902 0.0191333333333 24.992 0.0353 21.791 0.0096 23.263 0.0353333333333 19.837 0.00726666666667 24.62 0.0685333333333 21.555 0.0173333333333 24.371 0.0473 21.439 0.0158
3718.89 1855.99 204.2535425 -29.8676398 35201.0 2.753 23.579 20.826 16.159 18.966 0.0 23.783 0.0756 21.136 0.0275 23.669 0.0497 21.351 0.0252 23.894 0.0896666666667 21.62 0.0358 24.722 0.0614 22.795 0.0523 24.392 0.0795333333333 22.319 0.0424 24.875 0.0862666666667 22.75 0.0472 24.739 0.0695 22.853 0.067 22.558 0.0255333333333 19.046 0.00506666666667 24.431 0.0779333333333 22.446 0.0510666666667 23.963 0.0682 21.52 0.0382
3666.46 1862.92 204.2542145 -29.8675629 35341.0 3.101 23.438 20.337 18.392 19.592 0.0 22.758 0.0435 19.787 0.0119 22.891 0.0319 19.857 0.009 23.139 0.0614666666667 20.242 0.0166 24.075 0.034 20.94 0.0098 23.815 0.0560666666667 20.783 0.0146666666667 24.002 0.0520666666667 20.951 0.0134 24.123 0.0377 20.917 0.0111 22.715 0.0274666666667 19.177 0.0054 24.16 0.0649333333333 20.872 0.0156 23.58 0.0624 20.19 0.0153
