# object_id cluster_number
615 3
894 0
1058 3
1062 1
1136 1
1532 3
1558 3
1576 3
1590 0
1597 0
1863 1
1923 3
2648 0
4927 3
4956 0
5065 3
5150 0
5233 0
5237 0
5393 0
5493 0
5588 2
5610 3
5764 1
5878 3
5880 0
5990 0
6226 0
6290 0
6345 1
6433 1
6690 1
6901 2
6902 0
6962 0
7163 3
7192 0
7266 0
7294 3
7532 3
7535 0
7548 1
7586 3
7700 3
7716 3
7717 1
7737 1
7752 0
7776 0
7781 1
7868 3
7996 0
8080 0
8102 1
8124 3
8135 3
8184 0
8224 1
8225 0
8234 3
8338 1
8365 3
8447 1
8564 3
8684 1
8766 2
8914 0
9133 0
9283 1
9593 2
9654 3
9692 1
9800 3
9947 1
10004 0
10091 3
10114 0
10131 1
10268 3
10301 0
10382 3
10440 0
10448 3
10469 3
10475 2
10478 1
10521 0
10581 0
10592 0
10691 0
10695 3
10938 1
10954 3
11030 3
11098 0
11165 1
11298 0
11387 0
11431 1
11615 3
11675 2
12209 2
12242 0
12408 3
12626 1
12754 1
12786 2
13162 2
13167 3
13265 0
13268 3
13313 0
13757 0
13808 3
13921 0
14477 3
14620 0
14820 3
14865 0
14878 3
14905 3
14931 1
15272 3
15561 3
15634 3
15957 0
16313 0
16523 1
16754 0
16903 3
17020 0
17035 0
17123 3
17159 1
17546 0
17886 2
18013 0
18032 1
18050 2
18069 0
18142 1
18247 0
18265 1
18407 1
18598 0
18697 2
18817 1
19021 0
19824 1
19895 0
20266 0
20368 1
20547 0
20623 0
20701 1
20771 0
20788 2
20822 0
20851 1
20925 3
21036 1
21050 0
21104 0
21144 3
21193 0
21244 0
21294 1
21340 2
21378 3
21390 1
21446 0
21480 0
21489 1
21601 0
21876 3
22164 0
22241 3
22268 3
22644 1
22754 2
22884 2
22961 0
23348 0
23358 1
23366 3
23781 3
23813 3
24079 3
24102 3
24265 1
24384 3
24385 3
24400 1
24439 1
24528 2
24787 1
24897 2
24954 3
25237 3
25313 1
25630 3
25781 1
25799 1
25834 1
26107 0
26178 3
26318 3
26507 3
26573 3
26578 0
26809 3
26852 2
26858 0
26946 1
27160 3
27219 0
27366 0
27423 1
27709 3
27735 3
27736 3
27809 2
27831 0
27889 1
28246 1
28497 0
28940 1
29214 1
29861 3
30048 0
30694 1
30741 0
30758 1
30834 1
30869 1
30950 1
31001 1
31130 3
31190 3
31249 1
31457 3
31643 1
31695 1
31976 0
32461 3
32486 3
32571 3
32724 1
32740 1
32820 1
33022 1
33125 3
33254 0
33300 3
33525 3
33588 1
33835 0
34047 3
34161 3
34171 1
34292 3
34311 3
34313 0
34392 3
34470 3
34478 1
34486 1
34513 3
34526 1
34549 1
34551 3
34557 3
34612 3
34639 3
34642 1
34646 1
34648 2
34716 1
34737 1
34744 3
34745 3
34762 1
34763 1
34802 1
34829 3
34831 0
34880 1
34885 2
34898 3
34912 1
34917 3
34921 0
34950 1
34970 1
34994 3
35005 1
35011 0
35060 1
35065 3
35135 2
35146 3
35174 3
35188 3
35201 3
35207 3
35221 3
35259 2
35281 3
35324 3
35335 3
35339 0
35341 3
35344 1
35362 3
35382 3
35403 1
35405 1
35413 1
35439 1
35473 3
35492 0
35505 3
35525 1
35534 1
35541 1
35556 2
35558 1
35605 3
35607 1
35643 2
35649 3
35672 3
35690 0
35693 2
35699 0
35713 0
35718 3
35719 2
35721 0
35723 0
35766 1
35776 1
35795 0
35798 0
35813 1
35820 3
35890 3
35892 1
35894 0
35905 1
35909 3
35925 1
35937 3
35944 2
35946 1
35948 2
35949 0
35960 3
35998 1
36013 0
36036 3
36037 3
36044 3
36073 0
36095 1
36099 3
36106 1
36117 1
36132 0
36141 3
36148 3
36150 0
36170 0
36204 0
36207 0
36228 3
36235 3
36237 0
36244 0
36257 3
36290 1
36296 1
36317 3
36321 3
36339 0
36345 3
36350 3
36363 1
36366 0
36416 1
36420 1
36431 2
36432 1
36435 0
36436 0
36445 0
36477 0
36483 0
36495 1
36508 3
36513 0
36523 2
36531 3
36553 0
36565 1
36572 1
36573 3
36610 0
36622 0
36624 0
36632 1
36634 1
36637 0
36639 3
36641 3
36651 0
36659 0
36680 0
36725 1
36729 0
36733 1
36740 1
36751 0
36758 0
36805 3
36816 1
36835 1
36838 2
36840 3
36845 0
36858 0
36864 1
36869 3
36870 3
36901 1
36909 1
36919 0
36923 3
36929 2
36932 0
36939 1
36966 3
36981 0
37006 2
37007 3
37017 0
37025 0
37037 3
37043 3
37085 1
37095 0
37134 2
37151 3
37181 0
37221 0
37227 1
37229 1
37237 2
37246 0
37260 3
37267 0
37274 1
37278 3
37291 0
37292 3
37308 3
37317 3
37325 3
37331 1
37343 0
37344 3
37358 0
37361 3
37403 1
37424 3
37430 0
37439 3
37445 0
37456 2
37461 3
37469 0
37472 3
37478 3
37494 3
37495 0
