# object_id cluster_number
615 7
830 0
838 0
893 2
894 0
937 2
946 2
996 2
1058 5
1062 5
1135 0
1136 5
1149 2
1208 2
1239 5
1349 0
1435 3
1532 7
1536 2
1558 0
1576 4
1586 0
1590 0
1597 2
1606 0
1649 2
1674 4
1757 2
1761 4
1821 7
1849 0
1863 1
1868 0
1923 4
1974 0
2031 0
2067 2
2161 7
2215 0
2235 2
2292 2
2472 7
2625 7
2639 0
2648 0
2752 0
2757 5
2846 0
2874 1
3160 7
3337 1
3354 0
3490 7
3550 2
3658 2
4003 2
4198 0
4386 2
4393 0
4444 4
4500 2
4522 5
4599 2
4613 4
4773 4
4794 4
4807 2
4828 5
4891 2
4913 4
4927 7
4954 5
4956 2
5018 2
5056 1
5065 7
5109 1
5112 7
5150 2
5151 0
5153 2
5214 0
5233 2
5234 2
5237 2
5365 5
5393 2
5440 0
5472 0
5480 0
5493 2
5500 0
5501 0
5573 2
5575 2
5586 4
5588 6
5597 2
5603 2
5610 7
5660 1
5764 1
5779 5
5795 2
5807 2
5839 2
5845 2
5847 7
5859 0
5878 7
5880 0
5891 3
5984 2
5985 0
5990 2
6040 2
6065 2
6173 2
6178 2
6198 2
6226 2
6263 3
6290 0
6298 2
6320 0
6344 2
6345 1
6433 1
6439 2
6463 0
6525 4
6581 2
6585 2
6626 0
6639 1
6663 2
6690 4
6722 2
6747 2
6788 2
6870 7
6892 2
6901 6
6902 2
6944 7
6962 2
6987 0
7030 4
7066 5
7163 4
7176 5
7192 2
7243 2
7266 0
7276 2
7282 2
7294 4
7313 0
7334 2
7337 5
7380 7
7494 2
7514 0
7522 2
7532 7
7535 0
7537 0
7548 4
7570 2
7586 0
7665 2
7700 7
7716 0
7717 1
7721 0
7737 1
7752 2
7776 2
7781 1
7868 4
7875 2
7887 0
7899 2
7912 0
7996 2
7999 2
8015 2
8042 2
8072 2
8079 5
8080 2
8100 2
8102 1
8124 7
8135 0
8160 0
8184 0
8224 7
8225 0
8234 4
8235 5
8236 2
8309 0
8338 5
8365 4
8417 0
8447 4
8491 7
8534 4
8564 7
8579 2
8617 4
8633 0
8684 5
8706 2
8719 7
8724 3
8744 2
8766 5
8806 0
8914 0
8920 5
9003 0
9073 4
9133 2
9188 5
9194 2
9280 1
9283 4
9325 7
9390 0
9405 5
9415 2
9419 5
9465 7
9468 0
9542 0
9569 1
9593 5
9648 0
9654 7
9692 4
9746 5
9750 0
9800 7
9838 5
9884 2
9947 1
9981 5
10004 2
10021 0
10052 2
10056 2
10086 2
10091 7
10114 2
10122 2
10131 4
10199 0
10258 7
10259 2
10263 0
10268 7
10301 0
10308 7
10347 7
10373 0
10382 7
10440 7
10448 7
10469 4
10472 2
10475 5
10478 5
10521 2
10527 2
10566 7
10581 2
10592 0
10596 2
10603 2
10691 0
10695 7
10697 0
10736 0
10738 4
10783 0
10845 0
10868 7
10880 0
10885 2
10938 7
