# object_id magnitude
223.0 30.867
253.0 26.814
270.0 32.273
285.0 29.428
288.0 28.358
303.0 26.713
308.0 26.011
310.0 27.242
313.0 28.641
333.0 32.049
334.0 28.329
349.0 27.996
366.0 28.156
379.0 27.526
382.0 29.472
398.0 27.661
405.0 27.649
413.0 28.043
414.0 27.513
417.0 27.609
418.0 29.731
425.0 28.03
427.0 29.289
434.0 27.672
435.0 27.004
443.0 27.957
444.0 27.743
449.0 27.301
457.0 28.907
471.0 28.278
472.0 27.696
491.0 26.878
497.0 28.899
507.0 28.503
515.0 26.708
517.0 28.633
519.0 27.816
522.0 27.752
524.0 29.328
529.0 30.691
536.0 28.341
538.0 29.757
545.0 26.826
553.0 29.537
554.0 29.857
557.0 30.478
564.0 27.687
565.0 27.008
575.0 28.549
587.0 26.487
612.0 27.016
614.0 27.464
615.0 24.853
627.0 29.006
630.0 27.891
631.0 27.745
634.0 27.154
638.0 29.23
645.0 27.689
646.0 27.961
651.0 31.189
657.0 27.594
683.0 27.749
687.0 28.221
688.0 27.926
691.0 26.554
698.0 30.46
701.0 26.996
702.0 28.396
708.0 29.626
715.0 26.909
719.0 28.224
723.0 27.858
730.0 29.548
731.0 28.208
738.0 26.68
746.0 28.51
747.0 26.746
752.0 29.263
753.0 27.669
763.0 27.759
767.0 31.576
768.0 27.789
772.0 29.413
776.0 28.868
780.0 27.302
784.0 25.899
785.0 27.381
789.0 26.025
795.0 27.261
798.0 28.783
805.0 26.831
810.0 26.86
816.0 29.285
818.0 28.51
819.0 28.217
825.0 26.297
826.0 26.557
830.0 25.658
831.0 29.27
836.0 27.636
838.0 26.266
842.0 26.174
844.0 27.838
845.0 27.768
847.0 30.925
854.0 30.407
857.0 27.275
859.0 28.829
864.0 30.185
865.0 26.702
866.0 29.504
872.0 27.465
877.0 28.688
881.0 28.328
882.0 27.473
888.0 28.931
891.0 29.324
893.0 25.756
894.0 24.86
895.0 28.797
899.0 26.074
911.0 27.7
912.0 27.553
913.0 26.902
919.0 28.425
922.0 29.106
924.0 28.036
927.0 28.78
929.0 27.135
936.0 28.032
937.0 24.995
942.0 27.178
943.0 28.208
946.0 25.486
948.0 26.549
949.0 27.846
951.0 26.609
956.0 28.128
959.0 29.823
961.0 26.306
964.0 28.712
975.0 28.526
977.0 28.207
979.0 27.149
983.0 27.379
987.0 27.361
996.0 25.784
997.0 28.716
1003.0 26.285
1011.0 27.364
1014.0 29.005
1015.0 28.214
1034.0 28.67
1035.0 27.644
1040.0 26.179
1043.0 26.912
1044.0 28.508
1058.0 25.129
1059.0 27.602
1060.0 29.752
1062.0 25.041
1070.0 27.679
1074.0 26.966
1077.0 28.19
1079.0 26.957
1080.0 28.958
1081.0 26.089
1083.0 28.291
1087.0 28.632
1093.0 28.374
1103.0 30.227
1107.0 28.412
1108.0 27.242
1109.0 28.068
1110.0 28.455
1111.0 28.422
1113.0 26.566
1120.0 29.332
1126.0 28.348
1127.0 30.296
1129.0 28.924
1133.0 28.254
1135.0 25.647
1136.0 25.303
1142.0 27.944
1144.0 28.343
1149.0 25.908
1150.0 28.219
1165.0 28.385
1167.0 28.735
1171.0 29.281
1174.0 28.542
1183.0 31.592
1189.0 29.023
1196.0 27.816
1197.0 28.681
1198.0 27.296
1199.0 28.13
1202.0 26.479
1207.0 27.313
1208.0 24.779
1210.0 27.782
1212.0 30.542
1216.0 28.278
1217.0 29.146
1221.0 28.286
1227.0 23.991
1237.0 28.295
1238.0 28.302
1239.0 25.692
1244.0 27.69
1251.0 29.891
1253.0 28.173
1259.0 28.205
1266.0 28.507
1267.0 27.571
1272.0 27.042
1274.0 29.84
1275.0 27.475
1276.0 27.926
1280.0 28.082
1282.0 26.873
1283.0 26.365
1290.0 28.385
1291.0 26.689
1300.0 27.392
1302.0 29.581
1303.0 26.882
1304.0 28.145
1308.0 27.29
1309.0 30.501
1314.0 26.57
1318.0 29.842
1321.0 27.384
1336.0 29.795
1340.0 27.616
1341.0 26.794
1342.0 28.13
1344.0 28.693
1345.0 29.092
1347.0 27.5
1349.0 25.523
1353.0 28.161
1354.0 28.255
1358.0 27.688
1360.0 27.642
1365.0 28.954
1367.0 27.212
1369.0 28.73
1371.0 28.252
1375.0 29.271
1379.0 27.433
1380.0 28.607
1385.0 27.835
1386.0 29.085
1389.0 27.772
1394.0 28.212
1395.0 27.249
1398.0 28.025
1403.0 26.56
1404.0 28.736
1410.0 28.171
1411.0 28.269
1412.0 28.264
1414.0 29.905
1420.0 28.627
1421.0 28.166
1422.0 26.489
1431.0 31.098
1433.0 27.833
1435.0 23.707
1440.0 29.104
1443.0 28.136
1444.0 29.578
1446.0 28.283
1447.0 28.485
1449.0 30.895
1450.0 27.667
1451.0 26.04
1452.0 27.87
1458.0 27.853
1463.0 29.669
1468.0 28.682
1474.0 27.877
1476.0 27.839
1478.0 27.752
1486.0 26.396
1488.0 28.18
1501.0 28.266
1503.0 28.386
1504.0 28.01
1509.0 28.622
1512.0 26.837
1517.0 27.894
1522.0 28.087
1524.0 27.956
1526.0 28.118
1528.0 28.603
1531.0 27.372
1532.0 23.643
1533.0 29.721
1536.0 25.714
1537.0 27.494
1539.0 28.777
1543.0 28.977
1552.0 27.607
1556.0 28.401
1558.0 24.046
1560.0 26.987
1567.0 28.062
1568.0 29.318
1571.0 31.023
1572.0 28.267
1576.0 23.336
1577.0 30.311
1579.0 28.174
1581.0 25.271
1582.0 28.4
1586.0 25.937
1588.0 27.749
1590.0 24.511
1592.0 27.617
1593.0 28.092
1595.0 28.85
1597.0 24.968
1600.0 27.408
1602.0 26.616
1604.0 27.983
1606.0 25.069
1607.0 28.052
1613.0 26.572
1617.0 26.626
1618.0 29.454
1620.0 27.734
1621.0 26.296
1622.0 28.166
1625.0 27.861
1629.0 28.019
1636.0 27.973
