# object_id magnitude
223.0 25.051
253.0 23.525
288.0 24.781
303.0 24.04
308.0 23.13
310.0 23.8
313.0 24.782
349.0 25.734
366.0 24.445
379.0 23.865
383.0 25.504
398.0 24.749
405.0 25.664
413.0 24.773
414.0 25.262
417.0 24.707
425.0 24.067
427.0 26.776
434.0 24.904
435.0 24.674
443.0 23.982
444.0 27.619
449.0 25.629
457.0 25.413
464.0 26.011
471.0 26.386
472.0 24.19
481.0 25.756
487.0 26.094
491.0 24.383
497.0 24.742
507.0 25.132
515.0 24.498
517.0 23.87
519.0 26.535
522.0 24.636
524.0 28.215
529.0 26.125
536.0 26.484
538.0 24.095
545.0 24.692
553.0 25.732
557.0 26.989
564.0 24.426
565.0 24.658
575.0 25.269
577.0 24.342
587.0 26.797
612.0 25.075
614.0 25.076
615.0 22.719
627.0 24.872
631.0 24.073
634.0 25.951
645.0 23.619
646.0 24.962
651.0 24.821
657.0 24.655
659.0 24.889
683.0 25.982
685.0 26.699
687.0 24.581
688.0 23.517
691.0 24.067
696.0 25.827
701.0 23.167
708.0 22.831
715.0 23.502
719.0 24.537
723.0 24.726
730.0 25.22
738.0 23.907
740.0 26.124
746.0 25.523
747.0 24.808
752.0 25.98
753.0 25.315
763.0 26.251
767.0 25.328
768.0 28.294
772.0 24.249
776.0 25.477
780.0 23.7
784.0 23.422
785.0 23.631
789.0 22.857
795.0 25.608
798.0 25.542
805.0 25.006
810.0 22.644
816.0 24.803
817.0 25.621
818.0 24.738
825.0 23.503
826.0 23.877
829.0 24.193
830.0 23.703
831.0 24.853
836.0 23.54
838.0 23.337
842.0 23.279
844.0 23.582
845.0 23.697
854.0 25.613
857.0 23.305
859.0 24.847
865.0 24.643
872.0 25.398
877.0 25.428
881.0 24.955
882.0 24.74
888.0 25.161
891.0 25.989
893.0 23.579
894.0 22.615
895.0 24.745
899.0 23.58
911.0 25.432
912.0 24.505
913.0 24.755
919.0 25.472
924.0 25.008
927.0 25.405
929.0 24.682
936.0 24.434
937.0 23.01
942.0 24.697
943.0 29.995
946.0 23.288
948.0 24.232
949.0 25.835
951.0 24.853
956.0 25.749
961.0 22.465
975.0 24.094
977.0 24.914
979.0 24.385
987.0 23.841
996.0 23.87
997.0 27.929
1003.0 23.631
1014.0 26.397
1015.0 24.71
1016.0 29.414
1034.0 25.344
1035.0 23.536
1040.0 24.886
1043.0 24.854
1044.0 26.182
1058.0 22.552
1059.0 26.177
1060.0 25.977
1062.0 22.145
1067.0 24.368
1074.0 24.942
1077.0 25.762
1079.0 23.276
1080.0 25.826
1081.0 23.421
1107.0 24.518
1108.0 25.016
1109.0 23.319
1110.0 25.205
1111.0 25.392
1113.0 24.703
1120.0 25.767
1129.0 25.85
1135.0 22.441
1136.0 21.603
1142.0 24.178
1144.0 25.134
1149.0 23.592
1165.0 25.938
1167.0 24.838
1171.0 25.793
1174.0 28.624
1183.0 24.813
1189.0 26.79
1196.0 24.617
1197.0 27.014
1198.0 23.709
1202.0 25.401
1207.0 24.436
1208.0 22.31
1210.0 27.629
1214.0 23.863
1216.0 24.258
1217.0 26.186
1221.0 25.668
1227.0 20.981
1237.0 26.018
1238.0 25.053
1239.0 22.154
1251.0 25.33
1253.0 23.896
1259.0 27.22
1266.0 25.707
1267.0 24.612
1272.0 25.314
1274.0 26.817
1275.0 24.82
1276.0 25.744
1280.0 24.873
1282.0 24.943
1283.0 24.24
1290.0 24.496
1291.0 25.532
1300.0 25.126
1302.0 25.454
1303.0 26.567
1304.0 25.058
1308.0 23.479
1309.0 24.256
1314.0 23.669
1321.0 25.567
1332.0 26.599
1336.0 25.176
1340.0 24.96
1341.0 24.049
1342.0 25.128
1344.0 25.206
1345.0 25.447
1346.0 25.328
1349.0 23.287
1353.0 26.204
1354.0 25.702
1358.0 24.877
1360.0 27.179
1365.0 25.313
1367.0 26.584
1369.0 25.202
1371.0 24.934
1375.0 26.851
1379.0 24.907
1380.0 24.343
1385.0 24.614
1386.0 25.223
1389.0 25.672
1390.0 25.272
1394.0 24.867
1395.0 24.653
1403.0 23.807
1404.0 25.098
1410.0 24.424
1411.0 25.491
1412.0 25.279
1414.0 24.942
1420.0 25.012
1421.0 25.066
1422.0 24.711
1431.0 26.467
1433.0 24.685
1435.0 21.454
1440.0 26.097
1444.0 24.249
1446.0 26.339
1447.0 25.522
1449.0 25.086
1450.0 25.133
1451.0 23.948
1458.0 26.038
1463.0 24.091
1468.0 24.559
1474.0 26.619
1476.0 23.908
1478.0 25.099
1486.0 23.862
1488.0 25.472
1501.0 24.163
1504.0 25.258
1509.0 25.57
1512.0 22.918
1517.0 24.541
1522.0 25.382
1524.0 25.375
1526.0 26.21
1528.0 24.385
1529.0 24.003
1531.0 24.451
1532.0 21.369
1536.0 23.494
1537.0 24.515
1539.0 24.429
1543.0 23.852
1552.0 25.253
1556.0 24.962
1558.0 21.901
1560.0 24.326
1565.0 25.08
1567.0 24.723
1568.0 25.167
1571.0 26.656
1572.0 26.432
1576.0 20.61
1577.0 26.222
1579.0 25.953
1581.0 22.652
1582.0 26.997
1586.0 22.528
1588.0 25.759
1590.0 22.36
1593.0 25.902
1595.0 28.601
1597.0 22.831
1600.0 25.839
1602.0 24.186
1606.0 22.387
1607.0 27.438
1613.0 23.413
1617.0 23.053
1618.0 25.401
1620.0 24.991
1621.0 24.144
1625.0 24.493
1629.0 24.889
1630.0 24.578
1636.0 24.826
1639.0 26.089
1645.0 25.718
1646.0 24.953
1649.0 22.764
1650.0 25.351
1654.0 26.602
1661.0 25.519
1662.0 24.226
1665.0 23.972
1666.0 25.126
1668.0 25.089
1670.0 29.158
1671.0 26.264
1672.0 28.27
1674.0 23.297
1675.0 28.029
1678.0 24.736
1679.0 26.053
1681.0 24.558
1686.0 24.457
1689.0 27.638
1690.0 25.621
1691.0 26.167
1692.0 26.398
1693.0 24.355
1697.0 23.671
1701.0 24.189
1706.0 23.704
1707.0 24.091
1714.0 23.097
1716.0 24.074
1720.0 24.887
1721.0 25.621
1723.0 26.099
1724.0 21.869
1726.0 27.138
1731.0 25.03
1732.0 23.981
1734.0 23.668
1741.0 24.372
1742.0 24.339
1744.0 25.374
1750.0 25.189
1756.0 25.044
1757.0 22.738
1761.0 22.977
1762.0 24.582
1764.0 24.903
1767.0 23.887
1770.0 28.438
1771.0 24.272
1775.0 25.284
1779.0 25.105
1786.0 23.932
1789.0 25.301
1791.0 26.996
1792.0 24.678
1795.0 24.411
1798.0 24.679
1804.0 25.426
1808.0 24.232
1809.0 29.49
1811.0 25.308
1814.0 25.677
1821.0 22.771
1822.0 25.543
1827.0 25.895
1829.0 31.049
1830.0 25.99
1831.0 26.46
1834.0 27.318
1835.0 25.067
1836.0 25.523
1840.0 27.324
1841.0 26.342
1847.0 29.531
1849.0 23.847
1852.0 26.062
1854.0 26.006
1863.0 21.747
1865.0 25.482
1868.0 23.379
1872.0 26.132
1875.0 24.396
1878.0 24.985
1882.0 24.976
1883.0 25.463
1885.0 23.918
1887.0 25.182
1889.0 24.757
1894.0 23.291
1896.0 24.797
1898.0 25.374
1907.0 25.858
1912.0 25.948
1916.0 23.955
1918.0 25.564
1919.0 24.884
1920.0 23.867
1923.0 22.158
1924.0 25.63
1925.0 25.077
1926.0 25.982
1930.0 25.128
1931.0 24.788
1932.0 24.307
1933.0 25.548
1934.0 26.017
1935.0 25.034
1939.0 26.043
1941.0 27.82
1943.0 25.032
1951.0 25.511
1952.0 25.405
1957.0 25.234
1958.0 27.208
1959.0 26.077
1962.0 24.767
1964.0 24.996
1974.0 22.872
1978.0 24.127
1986.0 24.813
1987.0 25.944
1991.0 25.32
1993.0 26.534
1994.0 24.879
2001.0 24.158
2010.0 24.499
2011.0 24.307
2013.0 25.201
2015.0 25.042
2021.0 24.557
2023.0 25.237
2028.0 25.872
2030.0 25.278
2031.0 22.991
2034.0 26.591
2037.0 24.921
2039.0 24.758
2042.0 24.466
2045.0 24.545
2050.0 25.746
2054.0 24.993
2059.0 28.242
2061.0 26.916
2065.0 25.262
2067.0 23.923
2072.0 25.711
2075.0 27.421
2080.0 24.576
2084.0 24.819
2085.0 26.185
2088.0 25.456
