# object_id magnitude
253.0 28.308
269.0 28.63
270.0 29.116
288.0 30.847
303.0 27.124
308.0 25.982
310.0 26.957
313.0 27.855
333.0 26.879
349.0 27.814
366.0 28.148
379.0 27.534
382.0 28.748
398.0 28.038
405.0 27.382
413.0 27.549
414.0 28.145
417.0 27.381
418.0 29.837
425.0 28.688
427.0 30.571
434.0 27.674
435.0 27.071
443.0 28.702
444.0 28.121
449.0 27.698
457.0 27.878
471.0 27.904
472.0 27.053
481.0 28.195
487.0 29.023
491.0 26.95
497.0 28.477
507.0 28.092
515.0 26.396
517.0 27.388
519.0 28.247
522.0 26.699
524.0 28.805
529.0 29.407
536.0 28.562
538.0 30.999
545.0 26.541
554.0 28.946
557.0 26.948
564.0 26.758
565.0 26.95
575.0 28.596
577.0 28.894
587.0 26.726
612.0 26.766
614.0 27.281
615.0 24.571
631.0 27.171
634.0 27.157
638.0 29.304
645.0 27.577
646.0 30.688
657.0 27.443
659.0 29.909
683.0 29.658
685.0 29.158
687.0 28.029
688.0 27.272
691.0 26.113
696.0 28.197
701.0 26.694
702.0 27.405
708.0 28.152
715.0 28.462
719.0 27.851
723.0 30.117
730.0 28.575
731.0 27.556
738.0 26.125
740.0 29.082
746.0 27.321
747.0 26.681
752.0 28.55
753.0 28.308
756.0 28.072
763.0 28.345
768.0 27.705
776.0 27.507
780.0 26.865
781.0 28.446
784.0 25.541
785.0 27.207
789.0 26.007
795.0 27.385
798.0 28.391
805.0 26.579
810.0 26.46
816.0 26.979
817.0 28.737
818.0 28.384
819.0 27.257
825.0 26.355
826.0 26.592
830.0 25.481
831.0 27.941
836.0 27.646
838.0 26.27
842.0 26.026
844.0 27.93
845.0 28.027
847.0 29.728
854.0 31.664
857.0 27.597
859.0 27.647
864.0 29.597
865.0 26.349
866.0 27.346
872.0 28.729
877.0 28.608
881.0 27.706
882.0 27.076
888.0 28.786
891.0 28.571
893.0 25.281
894.0 24.631
895.0 28.002
899.0 25.769
911.0 27.507
912.0 27.125
913.0 26.568
919.0 28.616
922.0 28.393
924.0 27.352
927.0 30.541
929.0 27.526
936.0 28.952
937.0 24.754
942.0 26.776
943.0 28.595
946.0 25.024
948.0 26.681
949.0 27.909
951.0 26.489
956.0 28.253
959.0 27.743
961.0 26.106
964.0 27.95
967.0 28.66
975.0 30.242
977.0 27.709
979.0 26.897
983.0 28.39
987.0 27.026
996.0 25.708
997.0 27.73
1003.0 25.907
1011.0 27.532
1014.0 29.102
1015.0 27.544
1016.0 29.719
1034.0 28.733
1035.0 27.574
1040.0 25.468
1043.0 27.731
1058.0 24.909
1059.0 27.463
1060.0 28.791
1062.0 24.895
1067.0 27.884
1070.0 28.658
1074.0 26.581
1077.0 28.1
1079.0 26.534
1080.0 28.138
1081.0 25.787
1083.0 28.105
1087.0 28.667
1093.0 27.446
1108.0 27.231
1109.0 27.634
1110.0 27.75
1111.0 28.633
1113.0 25.953
1120.0 28.468
1126.0 28.021
1127.0 30.386
1129.0 28.925
1133.0 28.681
1135.0 25.582
1136.0 25.197
1144.0 27.962
1149.0 25.688
1150.0 31.042
1165.0 27.725
1167.0 27.977
1171.0 27.729
1174.0 29.016
1183.0 30.498
1189.0 28.595
1196.0 27.082
1197.0 28.997
1198.0 27.498
1199.0 28.503
1202.0 26.267
1207.0 26.966
1208.0 24.578
1210.0 26.938
1212.0 27.445
1214.0 27.878
1216.0 29.367
1217.0 28.824
1221.0 28.908
1227.0 23.954
1237.0 28.255
1239.0 25.437
1244.0 29.323
1253.0 27.86
1259.0 28.627
1266.0 28.232
1267.0 28.183
1272.0 27.471
1274.0 30.86
1275.0 28.567
1276.0 29.086
1280.0 28.876
1282.0 27.041
1283.0 25.895
1290.0 29.162
1291.0 26.255
1300.0 26.685
1302.0 28.618
1303.0 27.086
1304.0 30.349
1308.0 28.012
1309.0 28.66
1314.0 26.142
1318.0 28.394
1321.0 27.498
1332.0 27.919
1336.0 27.994
1340.0 28.403
1341.0 26.373
1342.0 27.921
1344.0 28.293
1346.0 27.97
1347.0 27.326
1349.0 25.212
1353.0 26.707
1354.0 28.229
1358.0 27.164
1360.0 28.583
1365.0 28.662
1367.0 26.866
1369.0 27.183
1371.0 28.423
1375.0 27.932
1379.0 26.683
1380.0 30.671
1385.0 27.347
1389.0 27.204
1390.0 29.136
1394.0 28.297
1395.0 26.528
1398.0 26.745
1403.0 26.431
1404.0 29.894
1410.0 27.474
1411.0 29.033
1412.0 28.377
1414.0 28.58
1420.0 28.621
1421.0 28.007
1422.0 26.244
