# object_id magnitude
223.0 25.566
229.0 24.345
253.0 24.391
269.0 24.382
270.0 24.786
285.0 24.257
288.0 24.857
303.0 24.408
306.0 24.867
308.0 23.743
309.0 24.926
310.0 24.077
313.0 24.47
333.0 23.736
334.0 24.983
349.0 24.651
366.0 24.29
379.0 24.805
382.0 24.649
383.0 24.901
398.0 23.789
405.0 24.352
413.0 24.633
414.0 24.458
417.0 24.819
418.0 24.377
422.0 24.952
425.0 24.644
427.0 25.248
434.0 24.341
435.0 24.49
443.0 24.392
444.0 24.541
449.0 25.082
457.0 24.597
464.0 24.388
471.0 24.632
472.0 24.187
481.0 24.391
487.0 24.927
491.0 24.059
497.0 24.441
507.0 24.43
515.0 24.152
517.0 24.567
519.0 24.498
522.0 24.765
524.0 24.441
529.0 24.843
536.0 24.466
538.0 24.787
545.0 23.991
553.0 24.488
554.0 24.73
557.0 24.459
564.0 24.174
565.0 24.085
575.0 24.544
577.0 23.976
587.0 23.995
612.0 24.191
614.0 24.38
615.0 22.844
627.0 24.766
630.0 24.706
631.0 24.273
634.0 24.367
638.0 24.833
645.0 23.717
646.0 24.174
651.0 24.278
657.0 24.493
659.0 24.302
666.0 24.522
683.0 24.945
685.0 24.087
687.0 24.021
688.0 23.826
691.0 24.302
696.0 24.917
698.0 24.56
701.0 23.514
702.0 25.037
708.0 24.011
715.0 23.469
719.0 24.257
723.0 24.331
730.0 24.532
731.0 24.303
738.0 24.761
740.0 24.686
746.0 24.283
747.0 24.473
752.0 24.615
753.0 24.335
756.0 25.248
763.0 24.885
767.0 24.332
768.0 24.679
772.0 25.474
776.0 24.56
780.0 24.194
781.0 24.998
784.0 23.557
785.0 23.544
789.0 23.345
795.0 24.463
798.0 24.653
805.0 24.128
810.0 22.848
816.0 25.046
817.0 24.595
818.0 24.527
819.0 24.214
825.0 23.537
826.0 24.003
829.0 26.363
830.0 23.343
831.0 24.34
836.0 24.088
838.0 23.823
842.0 23.779
844.0 23.609
845.0 23.714
847.0 24.664
854.0 24.643
857.0 23.731
859.0 24.481
864.0 24.257
865.0 23.994
866.0 24.177
872.0 24.824
877.0 24.746
881.0 24.773
882.0 24.441
888.0 24.374
891.0 24.853
893.0 23.671
894.0 23.093
895.0 24.776
899.0 23.604
911.0 24.36
912.0 24.657
913.0 24.268
919.0 24.327
922.0 24.608
924.0 24.538
927.0 24.375
929.0 24.24
936.0 24.739
937.0 23.172
942.0 24.237
943.0 25.282
946.0 23.363
948.0 24.009
949.0 24.637
951.0 24.054
956.0 24.591
959.0 24.067
961.0 23.433
964.0 24.379
967.0 24.609
975.0 23.905
977.0 24.395
979.0 24.023
983.0 24.472
987.0 24.377
996.0 23.813
997.0 24.829
1003.0 23.92
1011.0 24.795
1014.0 24.496
1015.0 24.569
1016.0 25.252
1034.0 24.394
1035.0 23.557
1040.0 23.943
1043.0 24.312
1044.0 24.35
1058.0 22.896
1059.0 24.338
1060.0 24.596
1062.0 22.947
1067.0 24.251
1070.0 24.404
1074.0 24.246
1077.0 24.435
1079.0 24.157
1080.0 24.967
1081.0 23.754
1083.0 24.693
1087.0 24.819
1093.0 24.566
1103.0 24.572
1107.0 24.357
1108.0 24.296
1109.0 23.605
1110.0 24.528
1111.0 24.672
1113.0 24.127
1120.0 24.802
1126.0 24.883
1127.0 24.725
1129.0 24.677
1133.0 24.55
1135.0 23.612
1136.0 22.868
1142.0 24.965
1144.0 24.778
1149.0 23.805
1150.0 24.895
1165.0 24.618
1167.0 24.524
1171.0 24.918
1174.0 24.514
1183.0 24.435
1189.0 24.465
1196.0 24.712
1197.0 24.254
1198.0 24.651
1199.0 24.987
1202.0 24.123
1207.0 24.134
1208.0 22.822
1210.0 24.641
1212.0 24.568
1214.0 23.667
1216.0 24.605
1217.0 24.59
1221.0 24.37
1227.0 21.441
1237.0 24.988
1238.0 24.46
1239.0 23.21
1244.0 24.687
1251.0 25.19
1253.0 23.676
1259.0 24.576
1266.0 24.645
1267.0 24.358
1272.0 24.339
1274.0 24.358
1275.0 24.529
1276.0 24.825
1280.0 24.51
1282.0 23.188
1283.0 24.051
1290.0 25.294
1291.0 24.054
1300.0 24.236
1302.0 24.906
1303.0 24.378
1304.0 24.482
1308.0 23.541
1309.0 24.149
1314.0 23.947
1318.0 24.563
1321.0 24.175
1332.0 24.572
1336.0 24.374
1340.0 24.646
1341.0 24.018
1342.0 24.825
1344.0 24.471
1345.0 24.694
1346.0 24.723
1347.0 24.332
1349.0 23.492
1353.0 24.811
1354.0 24.859
1358.0 24.368
1360.0 24.574
1365.0 24.492
1367.0 24.03
1369.0 24.588
1371.0 24.307
1375.0 24.636
1379.0 24.306
1380.0 24.35
1385.0 24.289
1386.0 24.83
1389.0 24.616
1390.0 24.171
1394.0 24.286
1395.0 23.94
1398.0 24.267
1403.0 25.02
1404.0 24.432
1410.0 24.105
1411.0 24.817
1412.0 24.309
1414.0 24.412
1420.0 24.509
1421.0 24.671
1422.0 24.098
1431.0 24.493
1433.0 24.266
1435.0 21.74
1440.0 24.665
1443.0 24.565
1444.0 24.1
1446.0 24.542
1447.0 24.514
1449.0 24.623
1450.0 24.575
1451.0 23.842
1452.0 24.556
1458.0 24.286
1463.0 24.783
1468.0 24.527
1474.0 24.36
1476.0 23.358
1478.0 24.185
1483.0 24.638
1486.0 23.629
1488.0 24.659
1501.0 24.154
1503.0 24.66
1504.0 24.383
1509.0 24.525
1512.0 23.837
1517.0 24.72
1522.0 24.24
1524.0 24.492
1526.0 25.091
1528.0 24.102
1529.0 24.648
1531.0 24.244
1532.0 21.534
1533.0 24.933
1536.0 23.478
1537.0 24.596
1539.0 24.427
1543.0 24.732
1552.0 24.542
1556.0 24.807
1558.0 22.194
1560.0 24.148
1565.0 24.319
1567.0 24.439
1568.0 24.221
1571.0 24.633
1572.0 24.643
1576.0 21.23
1577.0 24.523
1579.0 24.217
1581.0 22.936
1582.0 24.55
1586.0 23.363
1588.0 24.489
1590.0 22.662
1592.0 24.407
1593.0 23.988
1595.0 24.361
1597.0 22.98
1600.0 24.486
1602.0 23.792
1604.0 24.438
1606.0 22.943
1607.0 24.394
1613.0 24.239
1617.0 23.927
1618.0 24.516
1620.0 24.655
1621.0 23.788
1622.0 24.849
1625.0 24.423
1629.0 24.35
1630.0 24.154
1636.0 24.595
1639.0 24.288
1640.0 24.872
1645.0 24.318
1646.0 24.608
1648.0 24.767
1649.0 23.448
1650.0 24.111
1654.0 24.227
1657.0 24.539
1661.0 24.343
1662.0 24.576
1665.0 23.994
1666.0 24.117
1668.0 24.338
1670.0 24.509
1671.0 24.743
1672.0 24.293
1674.0 23.496
1675.0 24.192
1678.0 24.306
1679.0 24.272
1681.0 24.069
1684.0 24.603
1686.0 23.983
1689.0 24.341
1690.0 25.055
1691.0 24.447
1692.0 24.549
1693.0 24.848
1697.0 25.528
1701.0 24.176
1706.0 23.628
1707.0 24.385
1714.0 23.329
1716.0 24.107
1717.0 24.265
1720.0 24.316
1721.0 24.918
1723.0 24.508
1724.0 22.381
1726.0 24.427
1731.0 24.515
1732.0 23.775
1734.0 24.266
1741.0 24.235
1742.0 24.446
1744.0 24.646
1750.0 24.502
1756.0 24.375
1757.0 22.956
1761.0 23.077
1762.0 24.43
1764.0 24.488
1767.0 23.804
1770.0 24.519
1771.0 23.907
1775.0 24.62
1777.0 25.199
1779.0 24.798
1786.0 23.689
1789.0 24.614
1791.0 24.319
1792.0 24.603
1793.0 24.732
1795.0 23.881
1798.0 24.209
1804.0 24.994
1808.0 24.336
1809.0 24.527
1811.0 24.425
1814.0 24.471
1818.0 23.91
1821.0 22.971
1822.0 23.906
1827.0 24.363
1829.0 24.57
1830.0 24.902
1834.0 24.201
1835.0 24.097
1836.0 24.745
1840.0 24.206
1841.0 24.829
1847.0 24.56
1849.0 24.209
