# band1 band2 colour_mean colour_median colour_std colour_var colour_min colour_max num_obj unc_mean unc_median unc_std unc_var unc_min unc_max
mag05_225 mag05_555 -1.4634 -1.6050 0.6045 0.3654 -2.2480 1.0780 50 0.1594 0.1673 0.0550 0.0030 0.0542 0.2675
mag05_438 mag05_555 0.1871 0.1280 0.2474 0.0612 -0.2640 1.4490 341 0.1785 0.1871 0.0511 0.0026 0.0406 0.2689
mag05_555 mag05_814 0.7228 0.6760 0.4950 0.2450 -0.1940 2.9760 537 0.1813 0.1892 0.0529 0.0028 0.0354 0.2772
mag05_336 mag05_555 -1.0437 -1.2120 0.6260 0.3918 -2.0190 1.2720 187 0.1771 0.1882 0.0531 0.0028 0.0452 0.2793
mag05_373 mag05_555 -0.9857 -1.0410 0.3644 0.1328 -1.6120 -0.2390 11 0.1448 0.1296 0.0312 0.0010 0.1041 0.1944
mag05_487 mag05_555 -0.3616 -0.3380 0.3013 0.0908 -1.3330 0.1340 19 0.1393 0.1342 0.0386 0.0015 0.0748 0.2012
mag05_502 mag05_555 -0.0711 -0.0200 0.2858 0.0817 -1.0790 0.3060 21 0.1403 0.1385 0.0404 0.0016 0.0721 0.1989
mag05_555 mag05_657 2.8971 2.6595 0.7840 0.6147 1.8270 5.7290 72 0.1690 0.1794 0.0543 0.0029 0.0568 0.2786
mag05_555 mag05_673 0.6138 0.5910 0.4899 0.2400 -0.3340 1.8970 37 0.1494 0.1504 0.0459 0.0021 0.0568 0.2121
