# clustering total_clust clust_num n_obj t_scr c_scr rms avg_dist max_dist min_dist stdev cen_1 cen_2 avg_col_1 avg_col_2
kmeans 5 3 3730 0.339712750226 0.321542930784 0.1659 0.2343  2.1986 0.0000 0.1448 0.11530498927 0.0461877682403  0.1160 0.0460
kmeans 5 4 5696 0.339712750226 0.358595006535 0.1824 0.1993  1.5611 0.0000 0.1308 -0.189949367089 -0.0644933192686  -0.1900 -0.0642
kmeans 5 5 3580 0.339712750226 0.305766313165 0.3970 0.2546  3.5074 0.0000 0.2778 -0.505284040179 -0.0616796875  -0.5055 -0.0618
kmeans 6 1 1970 0.342327758712 0.203347275714 0.2400 0.2360  1.4583 0.0000 0.2391 -0.206228105906 0.163676171079  -0.2054 0.1636
kmeans 6 2 3432 0.342327758712 0.375857373848 0.1501 0.2024  1.1780 0.0000 0.1291 0.135825973271 0.0163872748402  0.1368 0.0163
kmeans 6 3 1503 0.342327758712 0.374448823949 0.4665 0.2890  1.5763 0.0010 0.2765 0.595175962815 0.155126826029  0.5960 0.1555
kmeans 6 4 391 0.342327758712 0.344387680823 1.0662 0.5271  3.1599 0.0022 0.6394 1.39265816327 0.312426020408  1.3936 0.3128
kmeans 6 5 3222 0.342327758712 0.344704846463 0.3991 0.2272  3.3450 0.0000 0.2651 -0.51704894015 -0.0804273690773  -0.5164 -0.0803
kmeans 6 6 4425 0.342327758712 0.365373079622 0.1878 0.1733  0.7958 0.0000 0.1047 -0.191356804333 -0.121104265403  -0.1907 -0.1212
kmeans 7 1 2084 0.329719627668 0.340942626201 0.2762 0.2261  1.3751 0.0000 0.1786 0.334836372361 0.0860878119002  0.3353 0.0862
kmeans 7 2 174 0.329719627668 0.391108137451 1.3071 0.5480  2.7922 0.0030 0.7581 1.73513714286 0.392777142857  1.7381 0.3914
kmeans 7 3 2291 0.329719627668 0.296393785519 0.4349 0.2323  3.2897 0.0000 0.2936 -0.56813083297 -0.0730754470126  -0.5682 -0.0733
kmeans 7 4 4370 0.329719627668 0.354597926663 0.2306 0.1697  0.8778 0.0000 0.1267 -0.274225039982 -0.11094768106  -0.2741 -0.1114
kmeans 7 5 3769 0.329719627668 0.353209941216 0.1018 0.1748  0.7296 0.0000 0.1007 0.00676062699256 -0.0375217853348  0.0069 -0.0371
kmeans 7 6 1354 0.329719627668 0.185369625507 0.2714 0.2590  1.4290 0.0000 0.2713 -0.210856083086 0.219445845697  -0.2127 0.2187
kmeans 7 7 901 0.329719627668 0.374642956502 0.6416 0.3192  1.9237 0.0010 0.3667 0.840896895787 0.210409090909  0.8419 0.2110
kmeans 8 1 690 0.31295671254 0.365207635014 0.7062 0.3133  1.9237 0.0014 0.4000 0.933552517986 0.228105035971  0.9366 0.2275
kmeans 8 2 3677 0.31295671254 0.335004690319 0.2749 0.1623  0.8682 0.0000 0.1554 -0.350375 -0.10241548913  -0.3510 -0.1025
kmeans 8 3 1438 0.31295671254 0.338429261318 0.3586 0.2281  1.3625 0.0010 0.2147 0.455387456446 0.116881533101  0.4566 0.1179
kmeans 8 4 143 0.31295671254 0.387074517757 1.3670 0.5448  2.1503 0.0030 0.7894 1.82390277778 0.403576388889  1.8268 0.4052
kmeans 8 5 1521 0.31295671254 0.229026502962 0.4772 0.2460  3.2307 0.0010 0.3283 -0.625439502943 -0.0666762589928  -0.6261 -0.0665
kmeans 8 6 3495 0.31295671254 0.335440881921 0.1356 0.1563  0.8290 0.0000 0.0901 -0.110933486239 -0.0914839449541  -0.1114 -0.0915
kmeans 8 7 2689 0.31295671254 0.33610730308 0.1358 0.1774  1.0750 0.0000 0.1130 0.126963473723 0.0235959746552  0.1270 0.0235
kmeans 8 8 1290 0.31295671254 0.175337965823 0.2747 0.2599  1.4206 0.0000 0.2746 -0.213211016292 0.224658650116  -0.2133 0.2246
kmeans 3 1 3067 0.450082402862 0.333419610508 0.5823 0.5988  3.8112 0.0010 0.3812 0.52123354078 0.361699639699  0.5188 0.3615
kmeans 3 2 9746 0.450082402862 0.510926650185 0.3239 0.4576  4.4583 0.0000 0.2625 -0.219219259563 -0.159984411855  -0.2195 -0.1601
kmeans 3 3 1282 0.450082402862 0.266632129652 0.9847 0.8338  4.5446 0.0010 0.8250 -0.113832687839 1.18352904725  -0.1131 1.1883
kmeans 4 1 5601 0.35558833825 0.301080646985 0.2837 0.4328  1.9521 0.0000 0.2703 -0.0268206638116 0.199269985724  -0.0267 0.1996
kmeans 4 2 1468 0.35558833825 0.332091055088 0.7943 0.6277  3.4877 0.0010 0.4219 0.839705922396 0.505979577944  0.8401 0.5059
kmeans 4 3 6241 0.35558833825 0.416079972772 0.3694 0.3827  4.4583 0.0000 0.2227 -0.276002244669 -0.313739618406  -0.2759 -0.3136
kmeans 4 4 785 0.35558833825 0.30751610819 1.1713 0.8555  4.5446 0.0022 0.9319 -0.0701121019108 1.48916942675  -0.0701 1.4892
kmeans 5 1 566 0.358079553488 0.328672154729 1.2959 0.8325  3.6314 0.0028 0.9838 -0.00828042328042 1.69407583774  -0.0085 1.6953
kmeans 5 2 5903 0.358079553488 0.401173767547 0.3716 0.3637  4.4583 0.0000 0.2109 -0.298623284189 -0.313461786138  -0.2984 -0.3135
kmeans 5 3 3789 0.358079553488 0.365952086191 0.2247 0.3369  1.4106 0.0000 0.1999 0.164084525702 0.0392562268151  0.1640 0.0411
kmeans 5 4 2663 0.358079553488 0.281709762154 0.4182 0.4229  2.9529 0.0010 0.4082 -0.233145685469 0.416515875981  -0.2350 0.4170
kmeans 5 5 1174 0.358079553488 0.303397415508 0.8673 0.6422  3.3464 0.0010 0.4251 0.917098639456 0.593731292517  0.9179 0.5940
kmeans 6 1 1634 0.326235347311 0.300493141392 0.5377 0.4436  3.0700 0.0010 0.4746 -0.146117898595 0.651286499695  -0.1464 0.6518
kmeans 6 2 3668 0.326235347311 0.30826660232 0.4171 0.3423  2.7714 0.0000 0.2157 -0.268867085153 -0.445528111354  -0.2688 -0.4454
kmeans 6 3 419 0.326235347311 0.333607741862 1.4104 0.8189  3.4207 0.0028 1.0652 -0.0252887828162 1.87413126492  -0.0253 1.8741
kmeans 6 4 3213 0.326235347311 0.346547553446 0.2616 0.3399  1.2200 0.0010 0.2057 0.236087414755 0.0851094234346  0.2373 0.0859
kmeans 6 5 970 0.326235347311 0.291303285768 0.9344 0.6595  3.2329 0.0010 0.4407 1.00336251287 0.643742533471  1.0037 0.6442
kmeans 6 6 4191 0.326235347311 0.343773898771 0.2652 0.2935  3.7148 0.0000 0.2202 -0.285831019627 -0.0111158449019  -0.2848 -0.0108
kmeans 7 1 3088 0.323994747738 0.321494674413 0.4299 0.3235  1.7301 0.0000 0.2120 -0.271191420214 -0.477012349691  -0.2717 -0.4763
kmeans 7 2 1691 0.323994747738 0.302705203709 0.5175 0.4281  2.3293 0.0010 0.4603 -0.15659668835 0.624697811946  -0.1534 0.6261
kmeans 7 3 429 0.323994747738 0.25281989144 1.1970 0.7323  2.9835 0.0010 0.4827 1.30589018692 0.886322429907  1.3048 0.8860
kmeans 7 4 3225 0.323994747738 0.317589890352 0.3218 0.2872  3.5425 0.0000 0.2448 -0.379140866873 -0.0401114551084  -0.3797 -0.0379
kmeans 7 5 1589 0.323994747738 0.342586579108 0.5018 0.3842  1.7428 0.0010 0.2471 0.554802259887 0.319470809793  0.5551 0.3184
kmeans 7 6 3644 0.323994747738 0.340951563545 0.1636 0.2819  1.1056 0.0000 0.1627 0.0555223593964 -0.0199294924554  0.0556 -0.0205
kmeans 7 7 429 0.323994747738 0.332333831557 1.3959 0.8137  3.5100 0.0028 1.0587 -0.0335336426914 1.85044083527  -0.0338 1.8534
kmeans 9 1 930 0.318739825248 0.342923911561 0.6650 0.3940  1.6694 0.0010 0.2841 0.778061093248 0.422971061093  0.7787 0.4237
kmeans 9 2 918 0.318739825248 0.269425558786 0.7054 0.4776  1.6954 0.0010 0.5479 -0.0332154515778 0.918877040261  -0.0323 0.9210
kmeans 9 3 291 0.318739825248 0.329030574716 1.5429 0.7916  3.1593 0.0028 1.1825 -0.094662116041 2.07372354949  -0.0955 2.0777
kmeans 9 4 2174 0.318739825248 0.312789101356 0.2672 0.2904  1.0260 0.0010 0.1687 0.250346826127 0.162894664213  0.2510 0.1634
kmeans 9 5 2473 0.318739825248 0.345662661958 0.3782 0.2477  3.4753 0.0000 0.1945 -0.445879205513 -0.203352249696  -0.4453 -0.2033
kmeans 9 6 3282 0.318739825248 0.338792861973 0.1769 0.2360  0.9937 0.0000 0.1427 -0.05480674567 -0.155940443634  -0.0541 -0.1551
kmeans 9 7 1702 0.318739825248 0.292543927375 0.4852 0.3058  1.5819 0.0010 0.2412 -0.256830578512 -0.586448051948  -0.2564 -0.5855
kmeans 9 8 268 0.318739825248 0.201381547833 1.3571 0.7912  2.8171 0.0010 0.5039 1.46207462687 1.05806716418  1.4621 1.0581
kmeans 9 9 2057 0.318739825248 0.307249672984 0.3408 0.3075  2.7326 0.0010 0.3408 -0.282867217899 0.28994844358  -0.2831 0.2905
