# object_id magnitude
229.0 29.38
253.0 29.649
269.0 26.918
270.0 27.494
285.0 27.124
288.0 28.924
303.0 26.003
306.0 27.332
308.0 26.284
309.0 29.535
310.0 26.471
313.0 27.924
333.0 25.451
334.0 27.075
349.0 26.816
366.0 30.324
379.0 26.844
382.0 27.619
383.0 28.605
405.0 26.672
413.0 27.872
414.0 26.426
417.0 26.858
418.0 27.243
422.0 29.703
425.0 28.89
427.0 28.662
434.0 26.543
435.0 26.554
443.0 28.925
444.0 28.608
449.0 27.466
457.0 27.537
464.0 30.696
471.0 26.168
472.0 26.004
481.0 27.734
487.0 29.617
491.0 25.648
515.0 25.05
517.0 30.629
519.0 27.781
522.0 26.504
524.0 26.453
529.0 30.221
536.0 26.995
538.0 28.116
545.0 25.47
553.0 29.038
554.0 26.918
557.0 28.084
564.0 25.518
565.0 25.643
575.0 26.796
577.0 28.901
587.0 25.816
612.0 24.987
614.0 28.0
615.0 23.909
627.0 29.079
630.0 26.825
631.0 27.433
634.0 27.052
638.0 28.18
651.0 29.609
657.0 26.856
659.0 30.54
666.0 27.574
683.0 29.068
685.0 30.675
688.0 29.41
691.0 24.607
698.0 26.772
701.0 29.29
702.0 26.565
708.0 29.052
715.0 28.859
719.0 29.84
723.0 31.017
730.0 27.71
731.0 26.916
738.0 25.074
740.0 28.605
746.0 26.003
747.0 24.873
752.0 28.072
753.0 27.473
763.0 28.928
768.0 26.594
776.0 26.993
780.0 26.102
781.0 27.635
784.0 23.881
789.0 27.57
795.0 26.202
805.0 25.278
810.0 26.319
816.0 28.206
817.0 29.117
818.0 28.197
819.0 26.342
825.0 27.724
826.0 25.297
829.0 30.534
830.0 24.072
831.0 27.547
836.0 28.317
838.0 24.642
842.0 24.667
844.0 30.205
845.0 29.724
847.0 26.244
857.0 27.705
865.0 25.118
866.0 26.53
872.0 28.227
881.0 26.467
882.0 25.965
888.0 26.17
891.0 27.73
893.0 23.472
894.0 23.243
895.0 29.503
899.0 26.044
