# object_id magnitude
223.0 23.432
229.0 22.637
253.0 22.581
269.0 22.518
270.0 22.771
285.0 22.57
288.0 22.753
303.0 22.706
306.0 22.848
308.0 22.41
309.0 22.847
310.0 22.33
313.0 22.628
333.0 22.372
334.0 22.954
349.0 22.818
366.0 22.698
379.0 22.732
382.0 22.887
383.0 22.918
398.0 22.459
405.0 22.739
413.0 22.584
414.0 22.744
417.0 22.961
418.0 22.766
422.0 22.894
425.0 22.76
427.0 23.005
434.0 22.685
435.0 22.558
443.0 22.677
444.0 22.856
449.0 22.921
457.0 22.62
464.0 22.666
471.0 22.71
472.0 22.375
481.0 22.627
487.0 22.756
491.0 22.384
497.0 22.741
507.0 22.631
515.0 22.541
517.0 22.619
519.0 22.83
522.0 22.865
524.0 22.619
529.0 22.938
536.0 22.68
538.0 22.645
545.0 22.346
553.0 22.941
554.0 22.702
557.0 22.574
564.0 22.567
565.0 22.421
575.0 22.542
577.0 22.444
587.0 22.529
612.0 22.528
614.0 22.775
615.0 21.853
627.0 22.463
630.0 22.731
631.0 22.343
634.0 22.706
638.0 23.12
645.0 22.236
646.0 22.705
651.0 22.63
657.0 22.555
659.0 22.778
666.0 22.795
683.0 23.068
685.0 22.454
687.0 22.412
688.0 22.307
691.0 22.464
696.0 22.829
698.0 22.512
701.0 22.152
702.0 22.796
708.0 22.173
715.0 22.448
719.0 22.706
723.0 22.676
730.0 22.699
731.0 22.364
738.0 23.236
740.0 22.672
746.0 22.596
747.0 22.744
752.0 22.569
753.0 22.565
756.0 23.025
763.0 22.925
767.0 22.442
768.0 22.751
772.0 23.88
776.0 22.505
780.0 22.632
781.0 23.0
784.0 22.008
785.0 22.339
789.0 22.025
795.0 22.458
798.0 22.907
805.0 22.509
810.0 21.725
816.0 22.954
817.0 22.716
818.0 22.532
819.0 22.64
825.0 22.255
826.0 22.199
829.0 23.892
830.0 21.879
831.0 22.382
836.0 22.711
838.0 21.965
842.0 21.99
844.0 22.297
845.0 22.289
847.0 23.06
854.0 22.956
857.0 22.123
859.0 22.53
864.0 22.444
865.0 22.275
866.0 22.543
872.0 22.966
877.0 22.981
881.0 23.06
882.0 22.684
888.0 22.448
891.0 22.894
893.0 21.949
894.0 21.976
895.0 22.953
899.0 22.185
911.0 22.516
912.0 23.006
913.0 22.615
919.0 22.467
922.0 22.856
924.0 22.662
927.0 22.567
929.0 22.352
936.0 22.908
937.0 21.936
942.0 22.521
943.0 23.015
946.0 21.743
947.0 24.464
948.0 22.327
949.0 22.703
951.0 22.343
956.0 22.665
959.0 22.289
961.0 21.827
964.0 22.62
967.0 22.996
975.0 22.674
977.0 22.743
979.0 22.644
983.0 22.716
987.0 22.343
996.0 22.551
997.0 22.86
1003.0 22.215
1011.0 22.68
1014.0 22.619
1015.0 22.858
1016.0 23.014
1034.0 22.553
1035.0 22.125
1040.0 22.396
1043.0 22.641
1044.0 22.656
1058.0 21.588
1059.0 22.615
1060.0 22.64
1062.0 21.544
1067.0 22.543
1070.0 22.601
1074.0 22.504
1077.0 22.631
1079.0 22.434
1080.0 22.868
1081.0 22.23
1083.0 22.588
1087.0 22.863
1093.0 22.933
1103.0 22.882
1107.0 22.755
1108.0 22.637
1109.0 22.206
1110.0 22.855
1111.0 22.876
1113.0 22.459
1120.0 22.907
1126.0 22.653
1127.0 22.939
1129.0 22.894
1133.0 22.738
1135.0 21.856
1136.0 21.276
1142.0 23.11
1144.0 22.905
1149.0 22.397
1150.0 22.942
1165.0 22.891
1167.0 22.632
1171.0 22.94
1174.0 22.616
1183.0 22.734
1189.0 22.648
1196.0 22.952
1197.0 22.66
1198.0 22.604
1199.0 22.995
1202.0 22.563
1207.0 22.498
1208.0 21.596
1210.0 22.693
1212.0 22.976
1214.0 22.315
1216.0 22.779
1217.0 22.792
1221.0 22.561
1227.0 20.71
1237.0 22.975
1238.0 22.758
1239.0 21.684
1244.0 22.798
1251.0 22.893
1253.0 22.286
1259.0 22.602
1266.0 22.87
1267.0 22.354
1272.0 22.529
1274.0 22.619
1275.0 22.811
1276.0 22.902
1280.0 22.809
1282.0 21.751
1283.0 22.579
1290.0 23.186
1291.0 22.404
1300.0 22.796
1302.0 22.773
1303.0 22.891
1304.0 22.468
1308.0 22.195
1309.0 22.714
1314.0 22.226
1318.0 22.636
1321.0 22.375
1332.0 22.692
1336.0 22.765
1340.0 22.649
1341.0 22.277
1342.0 22.852
1344.0 22.616
